year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
2005,812,LAO,58628,25477,0,133,945,85183,0,0,0,0,0,51111,5679,0,0,0,0,0,56790,45000,3804930,0,3849930,0,0,0,0,51111,0,0,0,18000,1533330,66104,18552,5660448,5679000,0.0103,0.0045,0,0,0.0002,0.015,0,0,0,0,0,0.009,0.001,0,0,0,0,0,0.01,0.0079,0.67,0,0.6779,0,0,0,0,0.009,0,0,0,0.0032,0.27,0.0116,0.0033,0.9967,1,0,24,4,7,High,1.1,318
2010,812,LAO,63397,27549,0,144,1022,92112,0,0,0,0,0,55268,6140,0,0,0,0,0,61408,45000,4114404,0,4159404,0,0,0,0,52000,0,0,0,15000,1688748,68000,4230,6136672,6140902,0.0103,0.0045,0,0,0.0002,0.015,0,0,0,0,0,0.009,0.001,0,0,0,0,0,0.01,0.0073,0.67,0,0.6773,0,0,0,0,0.0085,0,0,0,0.0024,0.275,0.0111,0.0007,0.9993,1,0,24,8,20,Medium,1.1,1
1955,816,DRV,135500,406500,0,0,135500,677500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490500,1490500,0,0,0,0,135500,0,0,0,542000,1219400,9485000,100,13549900,13550000,0.01,0.03,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0.01,0,0,0,0.04,0.09,0.7,0,1,1,0,3,99,35,Low,1.1,99
1960,816,DRV,161000,500000,0,0,161000,822000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093000,2093000,0,0,0,0,161000,0,0,0,644000,1449000,10800000,131000,15969000,16100000,0.01,0.0311,0,0,0.01,0.0511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,0,0,0,0.01,0,0,0,0.04,0.09,0.6708,0.0081,0.9919,1,0,134,9,28,Low,1.1,2
1965,816,DRV,190000,570000,0,0,190000,950000,0,0,0,0,0,0,0,0,0,0,0,54215,54215,0,0,2280000,2280000,0,6168,0,0,190000,0,0,0,760000,1710000,13010000,39617,18960383,19000000,0.01,0.03,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.0029,0,0,0.12,0.12,0,0.0003,0,0,0.01,0,0,0,0.04,0.09,0.6847,0.0021,0.9979,1,0,134,8,28,Low,1.1,20
1970,816,DRV,161005,650000,0,2200,211500,1024705,0,0,0,0,0,0,0,0,0,0,0,55638,55638,0,0,2503500,2503500,0,8346,0,0,200000,0,0,0,900000,1960000,14382000,115811,21034189,21150000,0.0076,0.0307,0,0.0001,0.01,0.0484,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0026,0,0,0.1184,0.1184,0,0.0004,0,0,0.0095,0,0,0,0.0426,0.0927,0.68,0.0055,0.9945,1.0001,0,24,4,8,Medium,1.1,7
1975,816,DRV,349162,1441920,0,226898,240320,2258300,0,0,0,0,0,0,0,0,0,0,0,57097,57097,0,0,3162880,3162880,0,11294,0,0,210000,0,0,0,863000,2000000,15450080,19349,24012651,24032000,0.0145,0.06,0,0.0094,0.01,0.094,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0024,0,0,0.1316,0.1316,0,0.0005,0,0,0.0087,0,0,0,0.0359,0.0832,0.6429,0.0008,0.9992,1,0,34,5,24,Medium,1.1,15
1980,816,DRV,537320,3404000,0,164599,1074640,5180559,0,0,0,0,0,0,0,0,0,0,0,58595,58595,0,0,4835880,4835880,0,15282,0,0,220000,0,0,0,826000,2043000,39836320,716364,53015636,53732000,0.01,0.0634,0,0.0031,0.02,0.0964,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.0011,0,0,0.09,0.09,0,0.0003,0,0,0.0041,0,0,0,0.0154,0.038,0.7414,0.0133,0.9867,1,0,134,4,10,Medium,1.1,7
1985,816,DRV,498660,3812000,0,102299,537320,4950279,0,0,0,0,0,0,0,0,0,0,0,60133,60133,0,0,5388480,5388480,0,20678,0,0,247500,0,0,0,813000,3821500,44305280,265150,59606850,59872000,0.0083,0.0637,0,0.0017,0.009,0.0827,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0.09,0.09,0,0.0003,0,0,0.0041,0,0,0,0.0136,0.0638,0.74,0.0044,0.9956,0.9999,0,34,9,28,Low,1.1,2
1990,816,DRV,460000,4220000,0,2900,0,4682900,0,0,0,0,0,0,0,0,0,0,0,61710,61710,0,0,5960970,5960970,0,27980,0,0,275000,0,0,0,800000,5600000,47687760,1136680,65096320,66233000,0.0069,0.0637,0,0,0,0.0707,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0,0,0.09,0.09,0,0.0004,0,0,0.0042,0,0,0,0.0121,0.0845,0.72,0.0172,0.9828,1,0,24,4,8,Medium,1.1,7
1995,816,DRV,737930,5165510,0,3222,0,5906662,0,0,0,0,0,0,0,0,0,0,0,63329,63329,0,0,6641370,6641370,0,37860,0,0,314328,0,0,0,799160,3980575,54082680,1967036,71825964,73793000,0.01,0.07,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0009,0,0,0.09,0.09,0,0.0005,0,0,0.0043,0,0,0,0.0108,0.0539,0.7329,0.0267,0.9733,1,0,3,99,35,Low,1.1,99
2000,816,DRV,798320,6067232,0,3500,0,6869052,0,0,0,0,0,79832,5000,0,0,0,0,0,84832,0,0,39916000,39916000,0,45000,0,0,250000,0,0,0,790000,2100000,29697504,79612,79752388,79832000,0.01,0.076,0,0,0,0.086,0,0,0,0,0,0.001,0.0001,0,0,0,0,0,0.0011,0,0,0.5,0.5,0,0.0006,0,0,0.0031,0,0,0,0.0099,0.0263,0.372,0.001,0.999,1,0,24,5,20,Medium,1.1,83
2005,816,DRV,831060,7500000,0,3700,0,8334760,0,0,0,0,0,83106,5500,0,0,0,0,0,88606,9972720,31580280,0,41553000,0,47000,0,0,330000,0,0,0,805000,3800000,28089828,57806,83048194,83106000,0.01,0.0902,0,0,0,0.1003,0,0,0,0,0,0.001,0.0001,0,0,0,0,0,0.0011,0.12,0.38,0,0.5,0,0.0006,0,0,0.004,0,0,0,0.0097,0.0457,0.338,0.0007,0.9993,1.0001,0,24,5,20,Medium,1.1,83
2010,816,DRV,967098,7033441,0,3900,0,8004439,0,0,0,0,0,87918,5818,0,0,0,0,0,93736,10550162,32529668,0,43079830,0,50000,0,0,325000,0,0,0,820000,3516720,32002160,26139,87891885,87918024,0.011,0.08,0,0,0,0.091,0,0,0,0,0,0.001,0.0001,0,0,0,0,0,0.0011,0.12,0.37,0,0.49,0,0.0006,0,0,0.0037,0,0,0,0.0093,0.04,0.364,0.0003,0.9997,1,0,24,5,20,Medium,1.1,320
1955,817,RVN,0,1738800,0,0,0,1738800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6458400,6458400,0,0,0,0,0,0,0,0,0,1987200,1863000,372600,12047400,12420000,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03,0.97,1,0,24,5,10,Medium,1.1,15
1960,817,RVN,0,2131200,0,0,0,2131200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8372000,8372000,0,0,0,0,0,0,0,0,0,2576000,2415000,605800,15494200,16100000,0,0.1324,0,0,0,0.1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.0376,0.9624,1,0,24,9,20,Medium,1.1,2
1965,817,RVN,0,2256800,0,0,0,2256800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382400,8382400,0,0,0,0,0,0,0,0,0,2579200,2418000,483600,15636400,16120000,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03,0.97,1,0,24,9,24,Medium,1.1,2
1970,817,RVN,0,2566200,0,0,0,2566200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9531600,9531600,0,0,0,0,0,0,0,0,0,2932800,2749500,549900,17780100,18330000,0,0.14,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,0,0,0.16,0.15,0.03,0.97,1,0,24,5,10,Medium,1.1,15
1960,820,MAL,91472,266217,6929,35845,0,400463,0,0,0,0,0,0,0,0,0,0,0,3810540,3810540,0,0,500000,500000,0,566000,30211,0,25464,0,957,0,4000000,430087,17147,5131,9780869,9786000,0.0093,0.0272,0.0007,0.0037,0,0.0409,0,0,0,0,0,0,0,0,0,0,0,0.3894,0.3894,0,0,0.0511,0.0511,0,0.0578,0.0031,0,0.0026,0,0.0001,0,0.4087,0.0439,0.0018,0.0005,0.9995,0.9999,0,134,10,28,Low,1.1,12
1965,820,MAL,117795,276300,4940,48745,0,447780,0,0,0,0,0,0,0,0,0,0,0,3952400,3952400,0,0,578324,578324,0,665871,29380,0,32163,0,1045,0,3000300,480388,19811,2538,9207462,9210000,0.0128,0.03,0.0005,0.0053,0,0.0486,0,0,0,0,0,0,0,0,0,0,0,0.4291,0.4291,0,0,0.0628,0.0628,0,0.0723,0.0032,0,0.0035,0,0.0001,0,0.3258,0.0522,0.0022,0.0003,0.9997,1.0001,0,13,8,24,Medium,1.1,20
1970,820,MAL,151694,286764,3522,66288,35352,543620,0,0,0,0,0,0,0,0,0,0,0,5195285,5195285,0,0,656648,656648,0,765743,28572,0,40625,0,1143,0,2559330,526773,22889,49372,10340628,10390000,0.0146,0.0276,0.0003,0.0064,0.0034,0.0523,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0632,0.0632,0,0.0737,0.0027,0,0.0039,0,0.0001,0,0.2463,0.0507,0.0022,0.0048,0.9952,0.9999,0,1,4,7,Medium,1.1,7
1975,820,MAL,195347,374532,2511,90144,85076,747610,0,0,0,0,0,0,0,0,0,0,0,5963000,5963000,0,0,773324,773324,0,900771,27786,0,51312,0,1249,0,2842525,577636,26444,14343,11911657,11926000,0.0164,0.0314,0.0002,0.0076,0.0071,0.0627,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.0648,0.0648,0,0.0755,0.0023,0,0.0043,0,0.0001,0,0.2383,0.0484,0.0022,0.0012,0.9988,0.9998,0,3,99,35,Low,1.1,99
1980,820,MAL,239000,422300,1500,114000,134800,911600,0,0,0,0,0,0,0,0,0,0,1600,6921400,6923000,0,0,890000,890000,0,1035800,27000,0,62000,0,1355,0,3165720,628500,30000,89025,13674975,13764000,0.0174,0.0307,0.0001,0.0083,0.0098,0.0662,0,0,0,0,0,0,0,0,0,0,0.0001,0.5029,0.503,0,0,0.0647,0.0647,0,0.0753,0.002,0,0.0045,0,0.0001,0,0.23,0.0457,0.0022,0.0065,0.9935,1.0002,0,134,4,10,Medium,1.1,7
1985,820,MAL,297140,466150,1800,134500,283860,1183450,0,0,0,0,0,0,0,0,0,0,0,7840500,7840500,0,0,1097670,1097670,0,1175400,28500,0,70000,0,1462,0,3449820,649250,52500,132448,15548552,15681000,0.0189,0.0297,0.0001,0.0086,0.0181,0.0755,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0.07,0.07,0,0.075,0.0018,0,0.0045,0,0.0001,0,0.22,0.0414,0.0033,0.0084,0.9916,1,0,134,2,10,Medium,1.1,13
1990,820,MAL,313786,487326,2958,143213,473833,1421116,0,0,0,0,0,9353654,1056049,0,0,0,0,0,10409703,0,0,3233048,3233048,0,1315000,30000,0,78000,0,1568,0,461864,629512,78131,106058,17657942,17764000,0.0177,0.0274,0.0002,0.0081,0.0267,0.08,0,0,0,0,0,0.5266,0.0594,0,0,0,0,0,0.586,0,0,0.182,0.182,0,0.074,0.0017,0,0.0044,0,0.0001,0,0.026,0.0354,0.0044,0.006,0.994,1,0,24,4,7,High,1.1,321
1995,820,MAL,377914,586920,3563,172482,570670,1711549,0,0,0,0,0,11068112,1249615,0,0,0,0,0,12317727,0,0,3765398,3765398,0,1354849,0,0,0,0,1674,0,537914,733167,90997,175725,20513275,20689000,0.0183,0.0284,0.0002,0.0083,0.0276,0.0827,0,0,0,0,0,0.535,0.0604,0,0,0,0,0,0.5954,0,0,0.182,0.182,0,0.0655,0,0,0,0,0.0001,0,0.026,0.0354,0.0044,0.0085,0.9915,1,0,24,4,7,High,1.1,321
2000,820,MAL,436949,654134,4214,200000,594916,1890213,0,0,0,0,0,11900000,1343537,0,0,0,0,0,13243537,0,0,4226360,4226360,0,1379128,0,0,0,0,1500,0,578344,720000,106994,97924,22146076,22244000,0.0196,0.0294,0.0002,0.009,0.0267,0.085,0,0,0,0,0,0.535,0.0604,0,0,0,0,0,0.5954,0,0,0.19,0.19,0,0.062,0,0,0,0,0.0001,0,0.026,0.0324,0.0048,0.0044,0.9956,1.0001,0,24,4,7,High,1.1,322
2005,820,MAL,518849,756234,5033,223860,610509,2114485,0,0,0,0,0,13932000,1548000,0,0,0,0,0,15480000,0,0,4829980,4829980,0,1538564,0,0,0,0,750,0,644172,747500,100000,344549,25455451,25800000,0.0201,0.0293,0.0002,0.0087,0.0237,0.082,0,0,0,0,0,0.54,0.06,0,0,0,0,0,0.6,0,0,0.1872,0.1872,0,0.0596,0,0,0,0,0,0,0.025,0.029,0.0039,0.0134,0.9866,1.0001,0,34,4,10,Medium,1.1,99
2010,820,MAL,600749,858334,5852,247720,626103,2338758,0,0,0,0,0,15536700,1726300,0,0,0,0,0,17263000,0,0,5433600,5433600,0,1698000,0,0,0,0,0,0,710000,775000,50000,31642,28268358,28300000,0.0212,0.0303,0.0002,0.0088,0.0221,0.0826,0,0,0,0,0,0.549,0.061,0,0,0,0,0,0.61,0,0,0.192,0.192,0,0.06,0,0,0,0,0,0,0.0251,0.0274,0.0018,0.0011,0.9989,1,0,24,4,7,High,1.1,322
1965,830,SIN,27999,69316,1248,9175,33567,141305,0,0,0,367,367,0,0,0,0,0,0,349389,349389,0,0,195356,195356,141,111443,18395,0,613,0,0,0,934563,0,50762,84666,1802334,1887000,0.0148,0.0367,0.0007,0.0049,0.0178,0.0749,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1852,0.1852,0,0,0.1035,0.1035,0.0001,0.0591,0.0097,0,0.0003,0,0,0,0.4953,0,0.0269,0.0449,0.9551,1.0001,0,3,99,35,Low,1.1,99
1970,830,SIN,35483,80039,803,10001,35447,161773,0,0,0,400,400,0,0,0,0,0,0,373180,373180,0,0,200030,200030,150,120143,20003,0,701,0,0,0,1124392,0,64030,10198,2064802,2075000,0.0171,0.0386,0.0004,0.0048,0.0171,0.078,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1798,0.1798,0,0,0.0964,0.0964,0.0001,0.0579,0.0096,0,0.0003,0,0,0,0.5419,0,0.0309,0.0049,0.9951,1,0,1,4,7,Medium,1.1,7
1975,830,SIN,44966,92419,516,10900,36398,185199,0,0,0,435,435,0,0,0,0,0,0,398590,398590,0,0,204815,204815,159,129521,21751,175,800,0,0,0,1222020,150,80765,18620,2244380,2263000,0.0199,0.0408,0.0002,0.0048,0.0161,0.0818,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1761,0.1761,0,0,0.0905,0.0905,0.0001,0.0572,0.0096,0.0001,0.0004,0,0,0,0.54,0.0001,0.0357,0.0082,0.9918,1,0,3,99,35,Low,1.1,99
1980,830,SIN,54450,104800,230,11800,37350,208630,0,0,0,470,470,0,0,0,0,0,0,412800,412800,0,0,209600,209600,167,138900,21500,350,900,0,0,0,1186640,300,97500,4243,2277757,2282000,0.0239,0.0459,0.0001,0.0052,0.0164,0.0914,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1809,0.1809,0,0,0.0918,0.0918,0.0001,0.0609,0.0094,0.0002,0.0004,0,0,0,0.52,0.0001,0.0427,0.0019,0.9981,1,0,13,4,10,Medium,1.1,7
1985,830,SIN,77225,112150,715,19400,55510,265000,0,0,0,525,525,0,0,0,0,0,0,415000,415000,0,0,342450,342450,176,144450,18750,525,2650,0,0,0,1167010,450,99320,26694,2456306,2483000,0.0311,0.0452,0.0003,0.0078,0.0224,0.1067,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1671,0.1671,0,0,0.1379,0.1379,0.0001,0.0582,0.0076,0.0002,0.0011,0,0,0,0.47,0.0002,0.04,0.0108,0.9892,1.0001,0,134,2,10,Medium,1.1,13
1990,830,SIN,100000,119500,1200,27000,104300,352000,0,0,0,580,580,0,0,0,0,0,0,552000,552000,0,0,452400,452400,184,150000,14000,700,4400,0,0,0,1357200,600,125000,6936,3009064,3016000,0.0332,0.0396,0.0004,0.009,0.0346,0.1167,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.183,0.183,0,0,0.15,0.15,0.0001,0.0497,0.0046,0.0002,0.0015,0,0,0,0.45,0.0002,0.0414,0.0023,0.9977,0.9999,0,134,4,10,Medium,1.1,7
1995,830,SIN,138998,155378,2123,34996,153421,484916,0,0,0,671,671,0,0,0,0,0,0,578219,578219,0,0,503449,503449,193,180472,15819,838,5334,0,0,0,1525920,726,158354,13089,3454911,3468000,0.0401,0.0448,0.0006,0.0101,0.0442,0.1398,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.1667,0.1667,0,0,0.1452,0.1452,0.0001,0.052,0.0046,0.0002,0.0015,0,0,0,0.44,0.0002,0.0457,0.0038,0.9962,1,0,3,99,35,Low,1.1,99
2000,830,SIN,168093,191636,2567,42321,181801,586418,0,0,0,300,300,0,0,0,0,0,0,598618,598618,0,0,1708366,1708366,0,160911,15677,0,5000,0,0,0,340000,0,596065,6645,4011355,4018000,0.0418,0.0477,0.0006,0.0105,0.0452,0.1459,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.149,0.149,0,0,0.4252,0.4252,0,0.04,0.0039,0,0.0012,0,0,0,0.0846,0,0.1483,0.0017,0.9983,0.9999,0,24,4,8,High,1.1,323
2005,830,SIN,217431,274932,3320,54743,208113,758539,0,0,0,300,300,0,0,0,0,0,0,662809,662809,0,0,1698436,1698436,0,209482,16620,0,5500,277213,0,0,330000,0,599243,6858,4558142,4565000,0.0476,0.0602,0.0007,0.012,0.0456,0.1662,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.1452,0.1452,0,0,0.3721,0.3721,0,0.0459,0.0036,0,0.0012,0.0607,0,0,0.0723,0,0.1313,0.0015,0.9985,1.0001,0,34,7,20,Medium,1.1,99
2010,830,SIN,266768,358229,4074,67166,234426,930663,0,0,0,300,300,0,0,0,0,0,0,727000,727000,0,0,1688506,1688506,0,258053,17564,0,6000,554426,0,0,320000,0,602421,7067,5104933,5112000,0.0522,0.0701,0.0008,0.0131,0.0459,0.1821,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.1422,0.1422,0,0,0.3303,0.3303,0,0.0505,0.0034,0,0.0012,0.1085,0,0,0.0626,0,0.1178,0.0014,0.9986,1.0001,0,24,4,8,High,1.1,324
1985,835,BRU,4677,1702,0,4236,9097,19712,0,0,0,0,0,0,0,0,0,0,0,132980,132980,0,0,23980,23980,0,1670,0,0,636,0,0,3797,7180,26021,1500,524,217476,218000,0.0215,0.0078,0,0.0194,0.0417,0.0904,0,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0.11,0.11,0,0.0077,0,0,0.0029,0,0,0.0174,0.0329,0.1194,0.0069,0.0024,0.9976,1,0,34,2,10,Medium,1.1,13
1990,835,BRU,4800,5000,0,4300,11350,25450,0,0,0,0,0,0,0,0,0,0,0,154330,154330,0,0,24800,24800,0,2000,0,0,750,0,0,4500,9860,28700,2600,10,252990,253000,0.019,0.0198,0,0.017,0.0449,0.1006,0,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0.098,0.098,0,0.0079,0,0,0.003,0,0,0.0178,0.039,0.1134,0.0103,0,1,1,0,24,4,8,Medium,1.1,7
1995,835,BRU,4925,14685,0,4364,8880,32854,0,0,0,0,0,0,0,0,0,0,0,177600,177600,0,0,29600,29600,0,2394,0,0,883,0,0,5333,11540,31654,3176,966,295034,296000,0.0166,0.0496,0,0.0147,0.03,0.111,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0.1,0.1,0,0.0081,0,0,0.003,0,0,0.018,0.039,0.1069,0.0107,0.0033,0.9967,1,0,34,9,28,Low,1.1,2
2000,835,BRU,4917,14660,0,4356,8865,32798,0,0,0,0,0,0,0,0,0,0,0,219760,219760,0,0,42640,42640,0,0,0,0,0,0,0,0,12800,14600,3752,1650,326350,328000,0.015,0.0447,0,0.0133,0.027,0.1,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0.039,0.0445,0.0114,0.005,0.995,0.9999,0,24,8,10,Medium,1.1,83
2005,835,BRU,5696,16984,0,5047,10270,37997,0,0,0,30,30,0,0,0,0,0,0,254600,254600,0,0,49400,49400,0,0,0,0,0,0,0,0,15300,14794,4346,3533,376467,380000,0.015,0.0447,0,0.0133,0.027,0.1,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.67,0.67,0,0,0.13,0.13,0,0,0,0,0,0,0,0,0.0403,0.0389,0.0114,0.0093,0.9907,1,0,24,8,7,High,1.1,83
2010,835,BRU,1853,5526,0,1642,3341,12362,0,0,0,30,30,0,0,0,0,0,0,335000,335000,0,0,28848,28848,0,0,0,0,0,0,0,0,15000,15000,4880,995,411120,412115,0.0045,0.0134,0,0.004,0.0081,0.03,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.8129,0.8129,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0.0364,0.0364,0.0118,0.0024,0.9976,1,0,24,8,7,High,1.1,83
1950,840,PHI,608250,17031000,0,20000,1163432,18822682,0,0,0,330,330,0,0,0,0,0,0,826220,826220,0,0,22100,22100,0,0,3305,0,22100,0,0,0,43997,506875,26499,892,20274108,20275000,0.03,0.84,0,0.001,0.0574,0.9284,0,0,0,0,0,0,0,0,0,0,0,0.0408,0.0408,0,0,0.0011,0.0011,0,0,0.0002,0,0.0011,0,0,0,0.0022,0.025,0.0013,0,1,1.0001,0,1,4,7,Medium,1.1,7
1955,840,PHI,707040,19785120,0,30819,1414080,21937059,0,0,0,377,377,0,0,0,0,0,0,942720,942720,0,0,29506,29506,0,259,3772,0,34000,0,0,0,51065,523317,45223,702,23567298,23568000,0.03,0.8395,0,0.0013,0.06,0.9308,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0013,0.0013,0,0,0.0002,0,0.0014,0,0,0,0.0022,0.0222,0.0019,0,1,1,0,34,9,28,Low,1.1,4
1960,840,PHI,1354400,22483040,0,41638,1354400,25233478,0,0,0,424,424,0,0,0,0,0,0,1083520,1083520,0,0,36912,36912,0,517,4239,0,45900,0,0,0,58132,541760,63947,19171,27068829,27088000,0.05,0.83,0,0.0015,0.05,0.9315,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.0014,0.0014,0,0,0.0002,0,0.0017,0,0,0,0.0021,0.02,0.0024,0.0007,0.9993,1,0,134,9,28,Low,1.1,2
1965,840,PHI,1275240,27417660,0,52457,956430,29701787,0,0,0,470,470,0,0,0,0,0,0,1350642,1350642,0,0,44318,44318,0,776,4705,0,57800,0,0,0,65200,446046,82671,126585,31754415,31881000,0.04,0.86,0,0.0016,0.03,0.9316,0,0,0,0,0,0,0,0,0,0,0,0.0424,0.0424,0,0,0.0014,0.0014,0,0,0.0001,0,0.0018,0,0,0,0.002,0.014,0.0026,0.004,0.996,0.9999,0,134,8,28,Low,1.1,20
1970,840,PHI,1467360,31915080,0,63276,963836,34409552,0,0,0,517,517,0,0,0,0,0,0,1617764,1617764,0,0,51724,51724,0,1034,5172,0,69700,0,0,0,72267,350332,101395,4543,36679457,36684000,0.04,0.87,0,0.0017,0.0263,0.938,0,0,0,0,0,0,0,0,0,0,0,0.0441,0.0441,0,0,0.0014,0.0014,0,0,0.0001,0,0.0019,0,0,0,0.002,0.0095,0.0028,0.0001,0.9999,0.9999,0,1,4,7,Medium,1.1,7
1975,840,PHI,2103550,35260350,0,76138,1682840,39122878,0,0,0,608,608,0,0,0,0,0,0,1913882,1913882,0,0,52862,52862,0,1117,7551,0,90350,0,0,388,66133,357866,127197,330168,41740832,42071000,0.05,0.8381,0,0.0018,0.04,0.9299,0,0,0,0,0,0,0,0,0,0,0,0.0455,0.0455,0,0,0.0013,0.0013,0,0,0.0002,0,0.0021,0,0,0,0.0016,0.0085,0.003,0.0078,0.9922,0.9999,0,134,9,28,Low,1.1,2
1980,840,PHI,2415850,41111000,0,89000,1449510,45065360,0,0,0,700,700,0,0,0,0,0,5000,2205000,2210000,0,0,54000,54000,0,1200,9931,0,115000,0,0,775,60000,365400,153000,281634,48035366,48317000,0.05,0.8509,0,0.0018,0.03,0.9327,0,0,0,0,0,0,0,0,0,0,0.0001,0.0456,0.0457,0,0,0.0011,0.0011,0,0,0.0002,0,0.0024,0,0,0,0.0012,0.0076,0.0032,0.0058,0.9942,0.9999,0,134,4,10,Medium,1.1,7
1985,840,PHI,2733400,45575000,0,92000,2186720,50587120,0,0,0,775,775,0,0,0,0,0,0,2642000,2642000,0,0,67000,67000,0,1200,12310,0,142500,0,0,1163,52000,797500,226500,137932,54530068,54668000,0.05,0.8337,0,0.0017,0.04,0.9254,0,0,0,0,0,0,0,0,0,0,0,0.0483,0.0483,0,0,0.0012,0.0012,0,0,0.0002,0,0.0026,0,0,0,0.001,0.0146,0.0041,0.0025,0.9975,0.9999,0,134,2,10,Medium,1.1,13
1990,840,PHI,3079476,52258000,0,103648,1550835,56991959,0,0,0,850,850,0,0,0,0,0,0,2828080,2828080,0,0,61480,61480,0,1200,14689,0,120000,0,0,1550,50000,900000,300000,210192,61269808,61480000,0.0501,0.85,0,0.0017,0.0252,0.927,0,0,0,0,0,0,0,0,0,0,0,0.046,0.046,0,0,0.001,0.001,0,0,0.0002,0,0.002,0,0,0,0.0008,0.0146,0.0049,0.0034,0.9966,0.9999,0,24,4,10,Medium,1.1,83
1995,840,PHI,3339738,58529000,0,105824,1775417,63749979,0,0,0,575,575,3513350,210801,0,0,0,0,0,3724151,0,0,83681,83681,0,1770,17069,0,197051,0,0,1686,44296,1405340,486154,555248,69711752,70267000,0.0475,0.833,0,0.0015,0.0253,0.9073,0,0,0,0,0,0.05,0.003,0,0,0,0,0,0.053,0,0,0.0012,0.0012,0,0,0.0002,0,0.0028,0,0,0,0.0006,0.02,0.0069,0.0079,0.9921,0.9999,0,134,9,28,Low,1.1,2
