year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
1995,651,EGY,104301,208603,6205940,2398,876862,7398104,0,0,0,1251,1251,47770094,0,0,0,0,0,0,47770094,0,0,0,0,0,625,0,0,5215,0,0,0,0,0,229463,3821248,55404752,59226000,0.0018,0.0035,0.1048,0,0.0148,0.1249,0,0,0,0,0,0.8066,0,0,0,0,0,0,0.8066,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0039,0.0645,0.9355,1,0,24,5,24,Medium,1.1,1
2000,651,EGY,547760,120000,6847000,0,450000,7964760,0,0,0,0,0,59568900,684700,0,0,0,0,0,60253600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228233,23407,68446593,68470000,0.008,0.0018,0.1,0,0.0066,0.1163,0,0,0,0,0,0.87,0.01,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0.0003,0.9997,0.9999,0,24,4,20,Medium,1.1,83
2005,651,EGY,1095660,100000,7304400,0,365210,8865270,0,0,0,0,0,62817840,0,0,0,300000,0,0,63117840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,500890,72543110,73044000,0.015,0.0014,0.1,0,0.005,0.1214,0,0,0,0,0,0.86,0,0,0,0.0041,0,0,0.8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077,0.0069,0.9931,1.0001,0,24,4,20,Medium,1.1,83
2010,651,EGY,1219163,98000,8127756,0,406387,9851306,0,0,0,0,0,69898701,0,0,0,350000,0,0,70248701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812776,364777,80912783,81277560,0.015,0.0012,0.1,0,0.005,0.1212,0,0,0,0,0,0.86,0,0,0,0.0043,0,0,0.8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0045,0.9955,1,0,24,5,20,Medium,1.1,83
1950,652,SYR,12661,97050,353525,0,0,463236,0,0,0,7837,7837,2508896,50768,0,0,387994,0,0,2947658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76269,3418731,3495000,0.0036,0.0278,0.1012,0,0,0.1325,0,0,0,0.0022,0.0022,0.7179,0.0145,0,0,0.111,0,0,0.8434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218,0.9782,0.9999,0,24,4,5,Medium,1.1,7
1955,652,SYR,15683,0,371558,0,0,387241,0,0,0,17000,17000,3036980,51756,0,0,445582,0,0,3534318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28441,3938559,3967000,0.004,0,0.0937,0,0,0.0976,0,0,0,0.0043,0.0043,0.7656,0.013,0,0,0.1123,0,0,0.8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0.9928,1,0,134,5,10,Medium,1.1,15
1960,652,SYR,16346,80421,263748,0,0,360515,0,0,0,11750,11750,3556796,47045,0,0,521848,0,0,4125689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,4497954,4500000,0.0036,0.0179,0.0586,0,0,0.0801,0,0,0,0.0026,0.0026,0.7904,0.0105,0,0,0.116,0,0,0.9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.9995,1,0,24,9,24,Medium,1.1,2
1965,652,SYR,17010,160842,155939,0,0,333791,0,0,0,6500,6500,4076612,42333,0,0,598115,0,0,4717060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267649,5057351,5325000,0.0032,0.0302,0.0293,0,0,0.0627,0,0,0,0.0012,0.0012,0.7656,0.0079,0,0,0.1123,0,0,0.8858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.9497,1,0,24,8,24,Medium,1.1,20
1970,652,SYR,0,189150,378300,0,63050,630500,0,0,0,4500,4500,4911000,0,0,0,700450,0,0,5611450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58050,500,6304500,6305000,0,0.03,0.06,0,0.01,0.1,0,0,0,0.0007,0.0007,0.7789,0,0,0,0.1111,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0001,0.9999,1,0,24,4,5,Medium,1.1,7
1975,652,SYR,14509,214446,446625,26,203530,879136,0,0,0,2250,2250,5525535,0,0,0,924465,0,0,6450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48614,7331386,7380000,0.002,0.0291,0.0605,0,0.0276,0.1191,0,0,0,0.0003,0.0003,0.7487,0,0,0,0.1253,0,0,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.9934,1,0,34,4,10,Medium,1.1,7
1980,652,SYR,29018,239742,514951,52,344011,1127774,0,0,0,2250,2250,6699220,0,0,0,1148480,0,0,7847700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75276,8977724,9053000,0.0032,0.0265,0.0569,0,0.038,0.1246,0,0,0,0.0002,0.0002,0.74,0,0,0,0.1269,0,0,0.8669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0.9917,1,0,24,4,5,Medium,1.1,7
1985,652,SYR,32910,271891,564006,58,100000,968865,0,0,0,2250,2250,8000000,0,0,0,1202490,0,0,9202490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93395,10173605,10267000,0.0032,0.0265,0.0549,0,0.0097,0.0944,0,0,0,0.0002,0.0002,0.7792,0,0,0,0.1171,0,0,0.8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.9909,1,0,234,2,10,Medium,1.1,13
1990,652,SYR,27500,265000,670000,3000,0,965500,0,0,0,4000,4000,9566075,0,0,0,1437889,0,0,11003964,0,0,0,0,30,0,0,0,105,0,0,0,0,0,32500,109901,12006099,12116000,0.0023,0.0219,0.0553,0.0002,0,0.0797,0,0,0,0.0003,0.0003,0.7895,0,0,0,0.1187,0,0,0.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.0091,0.9909,1,0,24,4,5,Medium,1.1,7
1995,652,SYR,40405,389361,974424,4407,0,1408597,0,0,0,2500,2500,10497640,0,0,0,2269760,0,0,12767400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503,14178497,14186000,0.0028,0.0274,0.0687,0.0003,0,0.0993,0,0,0,0.0002,0.0002,0.74,0,0,0,0.16,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.9995,1,0,24,5,24,Medium,1.1,1
2000,652,SYR,45928,440000,1000000,1200,0,1487128,0,0,0,2500,2500,11932500,0,0,0,2580000,0,0,14512500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,872,16124128,16125000,0.0028,0.0273,0.062,0.0001,0,0.0922,0,0,0,0.0002,0.0002,0.74,0,0,0,0.16,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076,0.0001,0.9999,1.0001,0,24,4,20,Medium,1.1,83
2005,652,SYR,65000,337000,961314,0,0,1363314,0,0,0,0,0,13422120,0,0,0,3083460,0,0,16505580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000,4106,18133894,18138000,0.0036,0.0186,0.053,0,0,0.0752,0,0,0,0,0,0.74,0,0,0,0.17,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.0002,0.9998,1,0,24,4,20,Medium,1.1,83
2010,652,SYR,72993,378443,1079535,0,0,1530971,0,0,0,0,0,15113492,0,0,0,3258974,0,0,18372466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297589,167562,20201026,20368588,0.0036,0.0186,0.053,0,0,0.0752,0,0,0,0,0,0.742,0,0,0,0.16,0,0,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.0082,0.9918,1,0,24,4,20,Medium,1.1,83
1945,660,LEB,11560,404600,185197,0,0,601357,0,0,0,0,0,323680,219640,0,0,0,0,0,543320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11323,1144677,1156000,0.01,0.35,0.1602,0,0,0.5202,0,0,0,0,0,0.28,0.19,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098,0.9902,1,0,34,5,24,Medium,1.1,15
1950,660,LEB,14430,505050,202020,0,0,721500,0,0,0,0,0,343687,252502,0,0,0,0,0,596189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125311,1317689,1443000,0.01,0.35,0.14,0,0,0.5,0,0,0,0,0,0.2382,0.175,0,0,0,0,0,0.4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868,0.9132,1,0,24,2,5,High,1.1,13
1955,660,LEB,7215,599525,245010,0,0,851750,0,0,0,0,0,385000,290751,0,0,0,0,0,675751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85499,1527501,1613000,0.0045,0.3717,0.1519,0,0,0.5281,0,0,0,0,0,0.2387,0.1803,0,0,0,0,0,0.4189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.947,1,0,34,5,24,Medium,1.1,15
1960,660,LEB,0,694000,288000,0,0,982000,0,0,0,0,0,490000,329000,0,0,0,0,0,819000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,1801000,1857000,0,0.3737,0.1551,0,0,0.5288,0,0,0,0,0,0.2639,0.1772,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0.9698,1,0,24,10,24,Medium,1.1,12
1965,660,LEB,12345,840800,316830,0,0,1169975,0,0,0,0,0,516590,362020,0,0,0,0,0,878610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24690,77725,2073275,2151000,0.0057,0.3909,0.1473,0,0,0.5439,0,0,0,0,0,0.2402,0.1683,0,0,0,0,0,0.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0.0361,0.9639,1,0,24,8,24,Medium,1.1,20
1970,660,LEB,24690,987600,345660,0,0,1357950,0,0,0,0,0,543180,395040,0,0,0,0,0,938220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49380,123450,2345550,2469000,0.01,0.4,0.14,0,0,0.55,0,0,0,0,0,0.22,0.16,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05,0.95,1,0,24,4,5,Medium,1.1,7
1975,660,LEB,12345,981600,407830,1150,0,1402925,0,0,0,0,0,619090,423395,0,0,0,700,0,1043185,0,0,0,0,0,0,0,0,700,0,0,0,0,0,59990,260200,2506800,2767000,0.0045,0.3548,0.1474,0.0004,0,0.507,0,0,0,0,0,0.2237,0.153,0,0,0,0.0003,0,0.377,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0217,0.094,0.906,1,0,34,4,10,Medium,1.1,7
1980,660,LEB,0,975600,470000,2300,0,1447900,0,0,0,0,0,695000,451751,0,0,0,1400,0,1148151,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,70600,949,2668051,2669000,0,0.3655,0.1761,0.0009,0,0.5425,0,0,0,0,0,0.2604,0.1693,0,0,0,0.0005,0,0.4302,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.0265,0.0004,0.9996,1.0001,0,24,9,24,Medium,1.1,2
1985,660,LEB,0,933800,400200,0,0,1334000,0,0,0,0,0,640300,693680,0,0,0,0,0,1333980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2667980,2668000,0,0.35,0.15,0,0,0.5,0,0,0,0,0,0.24,0.26,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,2,5,High,1.1,13
1990,660,LEB,0,830000,370000,0,0,1200000,0,0,0,0,0,610000,745000,0,0,0,0,0,1355000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555000,2555000,0,0.3249,0.1448,0,0,0.4697,0,0,0,0,0,0.2387,0.2916,0,0,0,0,0,0.5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,5,20,Medium,1.1,1
1995,660,LEB,30000,860574,332125,0,0,1222699,0,0,0,0,0,800194,982105,0,0,0,0,0,1782299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002,3004998,3009000,0.01,0.286,0.1104,0,0,0.4063,0,0,0,0,0,0.2659,0.3264,0,0,0,0,0,0.5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.9987,0.9999,0,24,5,24,Medium,1.1,1
2000,660,LEB,32291,890000,345000,0,0,1267291,0,0,0,0,0,839900,1030839,0,0,0,0,0,1870739,0,0,65640,65640,0,0,0,0,0,0,0,0,0,0,75000,3330,3278670,3282000,0.0098,0.2712,0.1051,0,0,0.3861,0,0,0,0,0,0.2559,0.3141,0,0,0,0,0,0.57,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0.0229,0.001,0.999,1,0,2,5,20,Medium,1.1,83
2005,660,LEB,28574,857220,489840,0,285740,1661374,0,0,0,0,0,1102140,1102140,0,0,0,0,0,2204280,0,0,75018,75018,0,0,0,0,0,0,0,0,0,0,122460,18868,4063132,4082000,0.007,0.21,0.12,0,0.07,0.407,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.54,0,0,0.0184,0.0184,0,0,0,0,0,0,0,0,0,0,0.03,0.0046,0.9954,1,0,234,5,20,Medium,1.1,99
2010,660,LEB,28567,857010,489720,0,285670,1660967,0,0,0,0,0,1101870,1101870,0,0,0,0,0,2203740,0,0,75000,75000,0,0,0,0,0,0,0,0,0,0,122430,18863,4062137,4081000,0.007,0.21,0.12,0,0.07,0.407,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0.54,0,0,0.0184,0.0184,0,0,0,0,0,0,0,0,0,0,0.03,0.0046,0.9954,1,0,2,5,20,Medium,1.1,83
1945,663,JOR,0,0,0,0,52000,52000,0,0,0,0,0,966540,0,0,0,0,0,0,966540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67460,1018540,1086000,0,0,0,0,0.0479,0.0479,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621,0.9379,1,0,24,5,24,Medium,1.1,15
1950,663,JOR,0,24740,49480,0,0,74220,0,0,0,0,0,1162770,0,0,0,0,0,0,1162770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1236990,1237000,0,0.02,0.04,0,0,0.06,0,0,0,0,0,0.94,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,4,5,Medium,1.1,7
1955,663,JOR,0,0,0,0,88110,88110,0,0,0,0,0,1330000,0,0,0,0,0,0,1330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18890,1418110,1437000,0,0,0,0,0.0613,0.0613,0,0,0,0,0,0.9255,0,0,0,0,0,0,0.9255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0.9869,0.9999,0,34,9,28,Low,1.1,2
1960,663,JOR,0,0,0,0,100000,100000,0,0,0,0,0,1590000,0,0,0,0,0,0,1590000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,1690000,1695000,0,0,0,0,0.059,0.059,0,0,0,0,0,0.9381,0,0,0,0,0,0,0.9381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.9971,1,0,24,6,24,Medium,1.1,18
1965,663,JOR,0,22990,22990,0,44000,89980,0,0,0,0,0,1795000,0,0,0,0,0,0,1795000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22990,1030,1907970,1909000,0,0.012,0.012,0,0.023,0.0471,0,0,0,0,0,0.9403,0,0,0,0,0,0,0.9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.0005,0.9995,0.9999,0,234,8,28,Low,1.1,20
1970,663,JOR,0,45980,45980,0,22990,114950,0,0,0,0,0,2138060,0,0,0,0,0,0,2138060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45980,10,2298990,2299000,0,0.02,0.02,0,0.01,0.05,0,0,0,0,0,0.93,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,1,0,24,4,5,Medium,1.1,7
1975,663,JOR,0,0,0,0,161200,161200,0,0,0,0,0,2512860,0,0,0,0,0,0,2512860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27940,2674060,2702000,0,0,0,0,0.0597,0.0597,0,0,0,0,0,0.93,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103,0.9897,1,0,24,9,24,Medium,1.1,2
1980,663,JOR,9960,40000,52000,4700,36260,142920,0,0,0,0,0,2722640,0,0,0,0,0,0,2722640,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,36500,19940,2903060,2923000,0.0034,0.0137,0.0178,0.0016,0.0124,0.0489,0,0,0,0,0,0.9315,0,0,0,0,0,0,0.9315,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0125,0.0068,0.9932,1,0,24,4,5,Medium,1.1,7
1985,663,JOR,13728,55135,71676,6478,49980,196997,0,0,0,0,0,3582840,0,0,0,0,0,0,3582840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53163,3779837,3833000,0.0036,0.0144,0.0187,0.0017,0.013,0.0514,0,0,0,0,0,0.9347,0,0,0,0,0,0,0.9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,0.9861,1,0,234,2,10,Medium,1.1,13
1990,663,JOR,9000,34850,83000,6000,0,132850,0,0,0,0,0,4043700,0,0,0,0,0,0,4043700,0,0,0,0,0,0,0,0,11000,0,0,0,0,0,70000,1450,4257550,4259000,0.0021,0.0082,0.0195,0.0014,0,0.0312,0,0,0,0,0,0.9494,0,0,0,0,0,0,0.9494,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0.0164,0.0003,0.9997,0.9999,0,24,4,5,Medium,1.1,7
1995,663,JOR,29955,80302,156392,14135,109054,389838,0,0,0,0,0,4973140,0,0,0,0,0,0,4973140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022,5362978,5373000,0.0056,0.0149,0.0291,0.0026,0.0203,0.0726,0,0,0,0,0,0.9256,0,0,0,0,0,0,0.9256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.9981,1.0001,0,24,9,24,Medium,1.1,2
2000,663,JOR,0,33345,146718,0,20007,200070,0,0,0,0,0,6335550,133380,0,0,0,0,0,6468930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6669000,6669000,0,0.005,0.022,0,0.003,0.03,0,0,0,0,0,0.95,0.02,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,9,24,Medium,1.1,1
2005,663,JOR,0,27365,120406,0,16419,164190,0,0,0,0,0,5199350,109460,0,0,0,0,0,5308810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5473000,5473000,0,0.005,0.022,0,0.003,0.03,0,0,0,0,0,0.95,0.02,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,9,25,Medium,1.1,83
2010,663,JOR,0,30560,134467,0,18336,183363,0,0,0,0,0,5806540,122242,0,0,0,0,0,5928782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6112145,6112148,0,0.005,0.022,0,0.003,0.03,0,0,0,0,0,0.95,0.02,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,9,25,Medium,1.1,83
1950,666,ISR,0,10679,16018,0,5339,32036,1090162,6607,4404,0,1101173,106272,0,0,0,0,0,17600,123872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,1257081,1258000,0,0.0085,0.0127,0,0.0042,0.0255,0.8666,0.0053,0.0035,0,0.8753,0.0845,0,0,0,0,0,0.014,0.0985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.9993,1,0,1,1,1,High,1.1,90
1955,666,ISR,0,8110,12165,0,4055,24330,1509000,9001,6001,0,1524002,175530,0,0,0,0,0,19170,194700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968,1743032,1748000,0,0.0046,0.007,0,0.0023,0.0139,0.8633,0.0051,0.0034,0,0.8719,0.1004,0,0,0,0,0,0.011,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.9972,1,0,2,1,1,High,1.1,90
1960,666,ISR,0,21019,31529,0,10509,63057,1794474,10875,7250,0,1812599,188550,0,0,0,0,0,20950,209500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31844,2085156,2117000,0,0.0099,0.0149,0,0.005,0.0298,0.8476,0.0051,0.0034,0,0.8562,0.0891,0,0,0,0,0,0.0099,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.985,1,0,2,1,1,High,1.1,90
1965,666,ISR,0,38090,29554,0,5254,72898,2247102,13618,9079,0,2269799,186570,0,0,0,0,0,20730,207300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13003,2549997,2563000,0,0.0149,0.0115,0,0.002,0.0284,0.8767,0.0053,0.0035,0,0.8856,0.0728,0,0,0,0,0,0.0081,0.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.9949,1,0,2,1,1,High,1.1,90
1970,666,ISR,0,38090,29554,0,5254,72898,2517669,15258,10172,0,2543099,321200,0,0,0,0,0,0,321200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36803,2937197,2974000,0,0.0128,0.0099,0,0.0018,0.0245,0.8466,0.0051,0.0034,0,0.8551,0.108,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124,0.9876,1,0,2,1,1,High,1.1,90
1975,666,ISR,0,53400,26700,0,0,80100,2663460,177564,118376,0,2959400,370260,0,0,0,0,0,0,370260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45240,3409760,3455000,0,0.0155,0.0077,0,0,0.0232,0.7709,0.0514,0.0343,0,0.8566,0.1072,0,0,0,0,0,0,0.1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0.9869,1.0001,0,2,1,1,High,1.1,90
1980,666,ISR,0,59933,29966,0,0,89899,2954430,196962,131308,0,3282700,448470,0,0,0,0,0,49830,498300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7101,3870899,3878000,0,0.0155,0.0077,0,0,0.0232,0.7618,0.0508,0.0339,0,0.8465,0.1156,0,0,0,0,0,0.0128,0.1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0.9982,1,0,2,1,1,High,1.1,90
1985,666,ISR,0,66266,33133,0,0,99399,3165480,211032,140688,0,3517200,519840,0,0,0,0,0,0,519840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96561,4136439,4233000,0,0.0157,0.0078,0,0,0.0235,0.7478,0.0499,0.0332,0,0.8309,0.1228,0,0,0,0,0,0,0.1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228,0.9772,1,0,2,1,1,High,1.1,90
1990,666,ISR,0,76466,38233,0,0,114699,3350310,184083,147266,0,3681659,813000,0,0,0,0,0,0,813000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50642,4609358,4660000,0,0.0164,0.0082,0,0,0.0246,0.719,0.0395,0.0316,0,0.7901,0.1745,0,0,0,0,0,0,0.1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0.9891,1.0001,0,2,1,1,High,1.1,90
1995,666,ISR,0,106600,53300,0,0,159900,4140045,227475,181980,0,4549500,731700,0,0,0,0,0,81300,813000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22600,5522400,5545000,0,0.0192,0.0096,0,0,0.0288,0.7466,0.041,0.0328,0,0.8205,0.132,0,0,0,0,0,0.0147,0.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.9959,1,0,2,1,1,High,1.1,90
2000,666,ISR,0,88933,44466,0,0,133399,4471831,245705,196564,0,4914100,856800,0,0,0,0,0,0,856800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,177701,6039299,6217000,0,0.0143,0.0072,0,0,0.0215,0.7193,0.0395,0.0316,0,0.7904,0.1378,0,0,0,0,0,0,0.1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217,0.0286,0.9714,1,0,2,1,1,High,1.1,90
2005,666,ISR,0,96933,48466,0,0,145399,5222943,31654,21102,0,5275699,1011600,0,0,0,0,0,112400,1124000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314000,70902,6859098,6930000,0,0.014,0.007,0,0,0.021,0.7537,0.0046,0.003,0,0.7613,0.146,0,0,0,0,0,0.0162,0.1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453,0.0102,0.9898,1,0,2,1,1,High,1.1,90
2010,666,ISR,0,101600,50800,0,0,152400,5517567,33439,22293,0,5573299,1371600,0,0,0,0,0,152400,1524000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343000,31795,7592699,7624494,0,0.0133,0.0067,0,0,0.02,0.7237,0.0044,0.0029,0,0.731,0.1799,0,0,0,0,0,0.02,0.1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.0042,0.9958,1.0001,0,1,1,1,High,1.1,90
1945,670,SAU,0,0,0,0,0,0,0,0,0,0,0,2800000,30000,0,0,0,0,0,2830000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,2830000,2866000,0,0,0,0,0,0,0,0,0,0,0,0.977,0.0105,0,0,0,0,0,0.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0.9874,1,0,3,99,35,Low,1.1,99
1950,670,SAU,0,0,0,0,0,0,0,0,0,0,0,3100000,45000,0,0,0,0,0,3145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,3145000,3201000,0,0,0,0,0,0,0,0,0,0,0,0.9684,0.0141,0,0,0,0,0,0.9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0.9825,1,0,24,4,5,Medium,1.1,7
1955,670,SAU,0,0,0,0,0,0,0,0,0,0,0,3500000,50000,0,0,0,0,0,3550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000,3550000,3593000,0,0,0,0,0,0,0,0,0,0,0,0.9741,0.0139,0,0,0,0,0,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.988,1,0,34,9,28,Low,1.1,2
1960,670,SAU,0,0,0,0,0,0,0,0,0,0,0,3975000,60000,0,0,0,0,0,4035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,4035000,4075000,0,0,0,0,0,0,0,0,0,0,0,0.9755,0.0147,0,0,0,0,0,0.9902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098,0.9902,1,0,24,9,24,Medium,1.1,2
