year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
2005,KUW,0,0,0,0,0,0,0,0,0,0,0,1443448,591600,0,0,0,0,0,2035048,0,0,0,0,0,89800,0,0,0,0,0,0,0,0,0,120152,2124848,2245000
2010,KUW,0,0,0,0,0,0,0,0,0,0,0,1886897,591600,0,0,0,0,0,2478497,0,0,0,0,0,107823,0,0,0,0,0,0,0,0,0,109248,2586320,2695568
1970,BAH,0,0,0,0,6590,6590,0,0,0,0,0,103000,103000,0,0,0,0,0,206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5410,212590,218000
1975,BAH,0,0,0,0,10000,10000,0,0,0,0,0,126000,126000,0,0,0,0,0,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262000,262000
1980,BAH,2700,2400,310,3210,4790,13410,0,0,0,170,170,145689,159620,0,0,0,0,0,305309,0,0,0,0,0,3200,0,0,500,0,0,0,0,0,0,11411,322589,334000
1985,BAH,0,0,0,0,0,0,0,0,0,0,0,147000,220000,0,0,0,0,0,367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58000,367000,425000
1990,BAH,0,9000,1000,1400,15050,26450,0,0,0,250,250,173978,260376,0,0,0,0,0,434354,0,0,120,120,0,14000,0,0,500,0,0,0,0,10,700,26616,476384,503000
1995,BAH,0,10341,1149,1608,17294,30392,0,0,0,0,0,143000,403500,0,0,0,0,0,546500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,576892,578000
2000,BAH,6170,14680,15200,6170,12000,54220,0,0,0,0,0,171439,388074,0,0,0,0,0,559513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3267,613733,617000
2005,BAH,9968,23718,24558,9968,19388,87600,0,0,0,0,0,268238,514606,0,0,0,0,0,782844,0,0,0,0,0,13540,0,0,0,0,0,0,0,0,0,4840,883984,888824
2010,BAH,13767,32757,33917,13767,26777,120985,0,0,0,0,0,365037,741137,0,0,0,0,0,1106174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7412,1227159,1234571
1970,QAT,0,0,0,0,0,0,0,0,0,0,0,108000,12000,0,0,0,0,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,120000
1975,QAT,0,0,0,0,0,0,0,0,0,0,0,154054,15236,0,0,0,0,0,169290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,169290,171000
1980,QAT,3500,3900,5700,1400,0,14500,0,0,0,0,0,190580,20000,0,0,0,0,0,210580,0,0,0,0,0,3000,0,0,420,0,0,0,0,0,0,500,228500,229000
1985,QAT,5471,6096,8910,2188,0,22665,0,0,0,0,0,293150,30350,0,0,0,0,0,323500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11835,346165,358000
1990,QAT,3500,5000,1300,7200,17500,34500,0,0,0,0,0,390600,26000,0,0,0,0,0,416600,0,0,9000,9000,0,11500,0,0,900,0,0,0,0,0,0,13500,472500,486000
1995,QAT,3946,5637,1465,7000,9733,27781,0,0,0,0,0,470600,30000,0,0,0,0,0,500600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19619,528381,548000
2000,QAT,2114,70494,7049,1057,5852,86566,0,0,0,0,0,221630,59900,0,0,0,0,0,281530,0,0,12901,12901,0,158611,0,0,0,0,0,0,0,0,10574,48818,550182,599000
2005,QAT,1544,51474,5147,772,4273,63210,0,0,0,0,0,489932,63403,0,0,0,0,0,553335,0,0,17760,17760,0,26640,0,0,0,0,0,0,0,0,26640,56444,687585,744029
2010,QAT,6000,200000,20000,3000,16603,245603,0,0,0,0,0,628790,169943,0,0,0,0,0,798733,0,0,36603,36603,0,450000,0,0,0,0,0,0,0,0,30000,138496,1560939,1699435
1970,UAE,0,0,0,0,0,0,0,0,0,0,0,312300,80000,0,0,0,0,27000,419300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85700,419300,505000
1975,UAE,0,0,0,0,11000,11000,0,0,0,0,0,323279,88980,0,0,0,0,40000,452259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41741,463259,505000
1980,UAE,4780,4200,4200,2080,11720,26980,0,0,0,0,0,628531,145868,0,0,0,0,157000,931399,0,0,0,0,0,1300,0,0,1400,0,0,0,0,0,2600,51321,963679,1015000
1985,UAE,7308,6422,6422,3180,17920,41252,0,0,0,0,0,952760,262240,0,0,0,0,258440,1473440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37308,1514692,1552000
1990,UAE,8000,9300,7000,84,24000,48384,0,0,0,0,0,1420000,250000,0,0,0,0,120000,1790000,0,0,3600,3600,0,12500,4000,0,4000,0,0,0,0,0,0,58516,1862484,1921000
1995,UAE,9636,11202,8432,101,28909,58280,0,0,0,0,0,1851200,370240,0,0,0,0,0,2221440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34280,2279720,2314000
2000,UAE,0,72497,72497,0,22821,167815,0,0,0,0,0,1379910,202407,0,0,0,0,0,1582317,0,0,4882,4882,0,622455,0,0,24410,0,0,0,0,0,34827,4294,2436706,2441000
2005,UAE,0,118651,118651,0,36521,273823,0,0,0,0,0,2237450,329462,0,0,0,0,0,2566912,0,0,7990,7990,0,1018725,0,0,39950,0,0,0,0,0,57000,30600,3964400,3995000
2010,UAE,0,185228,185228,0,75005,445461,0,0,0,0,0,3530371,677966,0,0,0,0,0,4208337,0,0,22000,22000,0,1387654,0,0,62367,0,0,0,0,0,85000,25831,6210819,6236650
1970,OMA,0,0,0,0,0,0,0,0,0,0,0,371000,0,374000,0,0,0,0,745000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745000,745000
1975,OMA,0,0,0,0,0,0,0,0,0,0,0,420500,0,420500,0,0,0,0,841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841000,841000
1980,OMA,620,790,150,1300,6460,9320,0,0,0,0,0,422750,0,668250,0,0,0,0,1091000,0,0,0,0,0,2600,0,0,420,0,0,0,0,0,2400,24260,1105740,1130000
1985,OMA,781,996,189,1639,8146,11751,0,0,0,0,0,438500,0,899500,0,0,0,0,1338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75249,1349751,1425000
1990,OMA,3300,35000,10000,2400,42700,93400,0,0,0,0,0,615438,0,1095087,0,0,0,0,1710525,0,0,13000,13000,0,90000,11000,0,5500,0,0,0,0,120,3800,72655,1927345,2000000
1995,OMA,4500,40000,10000,0,52000,106500,0,0,0,0,0,690000,220000,1229556,0,0,0,0,2139556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153944,2246056,2400000
2000,OMA,5200,40900,15200,0,10200,71500,0,0,0,0,0,766592,250000,1360367,0,0,0,0,2376959,0,0,5400,5400,0,65252,15420,0,0,0,0,0,0,0,0,18769,2534531,2553300
2005,OMA,6500,44500,20500,0,12000,83500,0,0,0,0,0,766936,230000,1415383,0,0,0,0,2412319,0,0,5140,5140,0,75084,17500,0,0,0,0,0,0,0,0,6457,2593543,2600000
2010,OMA,6900,49399,25300,0,17900,99499,0,0,0,0,0,862000,210000,1606195,0,0,0,0,2678195,0,0,8900,8900,0,78000,19000,0,0,0,0,0,0,0,0,96360,2883594,2979954
1945,AFG,77,133,0,0,0,210,0,0,0,642,642,7451998,940000,0,0,0,0,0,8391998,0,0,1926,1926,2592,3304,2175,0,0,0,0,0,0,22946,347,22860,8426140,8449000
1950,AFG,219,330,0,0,1,550,0,0,0,549,549,7987175,923000,0,0,0,0,0,8910175,0,0,2195,2195,2750,8018,2195,0,0,0,0,0,0,15947,0,15621,8942379,8958000
1955,AFG,621,816,0,29,952,2418,0,0,0,469,469,8658503,1000000,0,0,0,0,0,9658503,0,0,2501,2501,2917,16736,2215,0,114,0,0,0,0,16308,0,31819,9702181,9734000
1960,AFG,1022,1303,0,57,1903,4285,0,0,0,389,389,9537389,1000000,0,0,0,0,0,10537389,0,0,2807,2807,3085,62453,2235,0,228,0,0,0,0,16668,1187,144274,10630726,10775000
1965,AFG,1424,1789,0,86,2854,6153,0,0,0,308,308,10805320,1020000,0,0,0,0,0,11825320,0,0,3113,3113,3252,88171,2255,0,341,0,0,0,0,14029,1506,126552,11944448,12071000
1970,AFG,1825,2275,0,114,3806,8020,0,0,0,228,228,11703860,1268900,0,0,0,0,504252,13477012,0,0,3419,3419,3419,113888,2275,0,455,0,0,0,0,11389,1825,1070,13621930,13623000
1975,AFG,1894,2106,50,136,3579,7765,0,0,0,204,204,12002400,1557800,0,0,0,0,461340,14021540,0,0,3607,3607,50514,104166,2456,0,5216,0,0,0,0,9292,922680,250560,15127440,15378000
1980,AFG,1963,1938,100,157,3352,7510,0,0,0,179,179,14618500,1903000,0,0,0,0,250000,16771500,0,0,2700,2700,37610,74444,2638,0,7978,0,0,0,0,7195,115787,272459,17027541,17300000
1985,AFG,2031,1769,150,179,3126,7255,0,0,0,155,155,13113555,1707090,0,0,0,0,250000,15070645,0,0,2700,2700,104705,84722,2819,0,9739,0,0,0,0,5097,88000,143163,15375837,15519000
1990,AFG,2100,1600,200,200,2900,7000,0,0,0,130,130,13312130,1732940,0,0,0,0,250000,15295070,0,0,4169,4169,121800,75000,3000,0,12500,0,0,0,0,3000,102000,130331,15623669,15754000
1995,AFG,2368,1317,167,125,2632,6609,0,0,0,66,66,16613545,2162710,0,0,0,0,250000,19026255,0,0,4357,4357,97888,46133,2965,0,15839,0,0,0,0,3045,104000,353843,19307157,19661000
2000,AFG,2636,1034,134,50,2365,6219,0,0,0,0,0,19198400,2726400,0,0,0,0,237333,22162133,0,0,4544,4544,3976,47000,2931,0,12178,0,0,0,0,3090,125000,352929,22367071,22720000
2005,AFG,18500,902,90,41,5422,24955,0,0,0,0,0,21970000,3120000,0,0,0,0,407000,25497000,0,0,4012,4012,2810,8250,2312,0,10766,0,0,0,0,2742,135000,312153,25687847,26000000
2010,AFG,6000,156,70,39,1022,7287,0,0,0,0,0,21600000,5130000,0,0,0,0,150000,26880000,0,0,2500,2500,2000,8000,2000,0,3000,0,0,0,0,3316,55000,36897,26963103,27000000
1995,TKM,0,0,405810,0,0,405810,0,0,0,0,0,4013010,0,0,0,0,0,0,4013010,0,0,580,580,0,0,0,0,880,0,0,0,0,0,45090,43630,4465370,4509000
2000,TKM,0,0,401310,0,0,401310,0,0,0,0,0,3968510,0,0,0,0,0,0,3968510,0,0,573,573,0,0,0,0,870,0,0,0,0,0,44590,43147,4415853,4459000
2005,TKM,0,0,474120,0,0,474120,0,0,0,0,0,4688520,0,0,0,0,0,0,4688520,0,0,677,677,0,0,0,0,1028,0,0,0,0,0,52680,50975,5217025,5268000
2010,TKM,0,0,505440,0,0,505440,0,0,0,700,700,4998243,0,0,0,0,0,0,4998243,0,0,722,722,0,0,0,0,1096,0,0,0,0,0,56160,53643,5562361,5616004
1995,TAJ,10875,5000,89500,0,15625,121000,0,0,0,8800,8800,4668800,291800,0,0,0,0,0,4960600,0,0,3700,3700,7000,0,0,0,700,0,0,0,0,5500,725000,3700,5832300,5836000
2000,TAJ,0,0,185640,0,0,185640,0,0,0,2000,2000,5569200,309400,0,0,0,0,0,5878600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61880,59880,6128120,6188000
2005,TAJ,0,0,205500,0,0,205500,0,0,0,2000,2000,6165000,342500,0,0,0,0,0,6507500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68500,66500,6783500,6850000
2010,TAJ,0,0,150000,0,0,150000,0,0,0,2000,2000,6320980,371822,0,0,0,0,0,6692802,0,0,5600,5600,0,0,0,0,4500,0,0,0,0,0,185911,395635,7040813,7436448
1995,KYR,35050,1500,384450,0,68000,489000,0,0,0,5400,5400,3263300,0,0,0,0,0,0,3263300,0,0,18500,18500,900,0,0,0,596,0,0,0,0,17900,609060,109344,4404656,4514000
2000,KYR,0,0,798830,0,20000,818830,0,0,0,500,500,3759200,1000,0,0,0,0,0,3760200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93980,25490,4673510,4699000
2005,KYR,0,0,565840,0,154320,720160,0,0,0,500,500,4115200,1094,0,0,0,0,0,4116294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102880,204166,4939834,5144000
2010,KYR,11000,0,429229,0,100000,540229,0,0,0,500,500,4131336,1200,0,0,0,0,0,4132536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268268,423839,4941533,5365372
1995,UZB,0,0,2269000,0,0,2269000,0,0,0,57000,57000,19286500,680700,0,0,0,0,0,19967200,0,0,0,0,0,0,0,0,0,0,0,0,367,0,204210,192223,22497777,22690000
2000,UZB,0,0,2431800,0,180000,2611800,0,0,0,30000,30000,20670300,729540,0,0,0,0,0,21399840,0,0,0,0,912,649,0,0,708,0,0,0,401,0,165119,108571,24209429,24318000
2005,UZB,0,0,1308350,0,240000,1548350,0,0,0,10000,10000,23550300,261670,0,0,0,0,0,23811970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654175,142505,26024495,26167000
2010,UZB,0,0,1126422,0,281605,1408027,0,0,0,4200,4200,25907724,281605,0,0,0,0,0,26189329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504000,55014,28105556,28160570
1995,KZK,66830,208505,4047359,0,204108,4526802,0,0,0,14400,14400,7300000,251000,0,0,0,0,0,7551000,0,0,17200,17200,3000,0,866,0,3367,0,0,0,966,28800,3855840,63759,16002241,16066000
2000,KZK,0,100000,3970200,0,0,4070200,0,0,0,5500,5500,6912320,307020,0,0,0,100000,250000,7569340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542440,35520,16187480,16223000
2005,KZK,0,70000,4544100,0,0,4614100,0,0,0,4200,4200,7270560,386656,0,0,0,93367,0,7750583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000,78117,15068883,15147000
2010,KZK,0,0,4731595,0,0,4731595,0,0,0,3300,3300,9189508,489475,0,0,0,0,0,9678983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880000,21970,16293878,16315848
1945,CHN,246262,129525,5216,0,0,381003,0,0,0,936,936,0,0,0,0,0,0,27429300,27429300,0,0,48152000,48152000,118,9863,4544,0,152,120950,0,0,422411220,20570000,29429300,76614,548509386,548586000
1950,CHN,415191,623359,5193,0,67483,1111226,0,0,0,932,932,0,0,0,0,0,0,10408381,10408381,0,0,51927524,51927524,104,10408,5193,0,208,136110,0,0,420034304,25963762,62235904,54968,571834056,571889024
1955,CHN,700000,3000000,5170,26,0,3705196,0,0,0,928,928,0,0,0,0,0,0,10865400,10865400,0,0,52714081,52714081,91,10983,5934,0,284,153169,0,0,371559884,29669358,140071150,248542,608756458,609005000
1960,CHN,725000,3000000,5147,51,248802,3979000,0,0,0,923,923,0,0,0,0,0,0,11322420,11322420,0,0,53500638,53500638,78,11559,6675,0,359,170228,0,0,305005000,33374953,249846947,273188,657218780,657491968
1965,CHN,950000,3000000,5123,77,0,3955200,0,0,0,919,919,0,0,0,0,0,0,11779439,11779439,0,0,54287195,54287195,64,12134,7416,0,435,187287,0,0,337111044,37080549,269303578,15465716,713725260,729190976
1970,CHN,241726,407861,5100,102,213900,868689,0,0,0,914,914,0,0,0,0,0,0,12236458,12236458,0,0,55073752,55073752,51,12709,8157,0,510,204346,0,0,356136624,40786144,355264128,10082526,820592482,830675008
1975,CHN,2948188,2354167,5928,169,8107814,13416266,0,0,0,1188,1188,0,0,0,0,0,0,13497406,13497406,0,0,76276919,76276919,53,13465,9842,0,1364,907014,0,0,347980211,43178819,428850560,3674893,924133107,927808000
1980,CHN,5654650,4300474,6756,236,16001727,25963843,0,0,0,1461,1461,0,0,0,0,0,0,14758355,14758355,0,0,97480085,97480085,55,14222,11528,0,2218,1609681,0,0,372823797,45571495,434404805,6235447,992641545,998876992
1985,CHN,8361113,6246780,7584,303,23895641,38511421,0,0,0,1735,1735,0,0,0,0,0,0,16019303,16019303,0,0,118683252,118683252,57,14978,13213,0,3072,2312349,0,0,408667384,47964170,435087488,2896554,1067278422,1070174976
1990,CHN,11067575,8193086,8411,369,31789557,51058998,0,0,0,2008,2008,0,0,0,0,0,0,17280251,17280251,0,0,139886419,139886419,59,15734,14898,0,3926,3015016,0,60,443510971,50356845,444546380,5613395,1149691565,1155304960
1995,CHN,13774037,10139393,9239,436,39683470,63606575,0,0,0,2282,2282,0,0,0,0,0,0,18541200,18541200,0,0,161089585,161089585,61,16491,16584,0,4780,3717684,0,0,475354557,52749521,440100800,5023880,1215200120,1220224000
2000,CHN,48547204,10220464,10000,0,12775580,71553248,0,0,0,2500,2500,0,0,0,0,0,0,20000000,20000000,0,0,102204641,102204641,63,18000,25000,0,0,5200000,0,0,536574366,55000000,485472046,1508152,1276049864,1277558016
2005,CHN,49541357,10429759,10000,0,15644639,75625755,0,0,0,2500,2500,0,0,0,0,0,0,32592998,32592998,0,0,164268711,164268711,0,18000,22000,0,0,4432647,0,0,547562373,52000000,423708979,3485973,1300233963,1303719936
2010,CHN,51116622,10761394,10317,0,16142091,78030424,0,0,0,2579,2579,0,0,0,0,0,0,33629356,33629356,0,0,169491958,169491958,0,18572,22699,0,0,4573592,0,0,564973194,53653442,437181638,3596818,1341577454,1345174272
1945,MON,0,49,1682,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,5579,5579,0,0,68354,68354,0,0,0,0,0,0,0,0,655,324469,344380,8832,745168,754000
1950,MON,0,49,1961,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,11796,11796,0,0,58905,58905,0,0,0,0,0,0,0,0,980,348579,343716,14,765986,766000
1955,MON,0,49,2285,0,24,2358,0,0,0,0,0,0,0,0,0,0,0,24938,24938,0,0,50762,50762,0,0,0,0,0,0,0,0,1465,374480,380560,1437,834563,836000
1960,MON,0,49,2609,0,49,2707,0,0,0,0,0,0,0,0,0,0,0,38080,38080,0,0,42619,42619,0,0,0,0,0,0,0,0,1950,400380,466180,84,951916,952000
1965,MON,0,49,2933,0,73,3055,0,0,0,0,0,0,0,0,0,0,0,29773,29773,0,0,34476,34476,0,0,0,0,0,0,0,0,2435,426281,588600,5380,1084620,1090000
1970,MON,0,49,3257,0,97,3403,0,0,0,0,0,0,0,0,0,0,0,21466,21466,0,0,26333,26333,0,0,0,0,0,0,0,0,2920,452181,741691,6,1247994,1248000
1975,MON,4328,49,3153,0,643,8173,0,0,0,0,0,0,0,0,0,0,0,23833,23833,0,0,250228,250228,0,0,0,0,0,0,0,0,4368,474840,650700,33858,1412142,1446000
1980,MON,8655,50,3050,0,1190,12945,0,0,0,0,0,0,0,0,0,0,0,26200,26200,0,0,474122,474122,0,0,0,0,0,0,0,0,5815,577100,564740,78,1660922,1661000
1985,MON,9983,150,2325,0,1358,13816,0,0,0,0,0,0,0,0,0,0,0,40600,40600,0,0,698017,698017,0,0,0,0,0,0,0,0,7263,484000,619740,14564,1863436,1878000
1990,MON,17310,250,1600,0,3327,22487,0,0,0,0,0,0,0,0,0,0,0,95000,95000,0,0,921911,921911,0,0,0,0,40,0,0,0,8710,465360,700750,1742,2214258,2216000
1995,MON,15044,346,2796,0,9071,27257,0,0,0,0,0,0,0,0,0,0,0,93880,93880,0,0,1145806,1145806,0,0,0,0,46,0,0,0,12341,469400,586750,11520,2335480,2347000
2000,MON,10000,442,2800,0,10000,23242,0,0,0,0,0,0,0,0,0,0,0,79860,79860,0,0,1732962,1732962,0,0,0,0,0,0,0,0,15972,396638,276581,136745,2525255,2662000
2005,MON,10706,473,2997,0,10706,24882,0,0,0,0,0,0,0,0,0,0,0,85500,85500,0,0,1850000,1850000,0,0,0,0,0,0,0,0,17100,405000,296115,171403,2678597,2850000
2010,MON,28833,654,3500,0,20183,53170,0,0,0,0,0,0,0,0,0,0,0,82380,82380,0,0,1455388,1455388,0,0,0,0,0,0,0,0,45000,250000,850000,10078,2735938,2746016
1950,TAW,118089,147055,0,393,69658,335195,0,0,0,0,0,0,0,0,0,0,0,29485,29485,0,0,1856750,1856750,0,0,0,0,0,785718,0,0,4330485,78726,1471,9170,7417830,7427000
1955,TAW,137911,166973,0,816,80601,386301,0,0,0,25,25,0,0,0,0,0,0,37230,37230,0,0,2351060,2351060,0,0,0,0,756,1029569,0,0,5174460,69134,8651,20814,9057186,9078000
1960,TAW,167733,186892,0,1239,111543,467407,0,0,0,51,51,0,0,0,0,0,0,42975,42975,0,0,2821760,2821760,0,0,0,0,1512,1187120,0,0,6151440,59543,15830,44362,10747638,10792000
1965,TAW,187554,206810,0,1661,132486,528511,0,0,0,76,76,0,0,0,0,0,0,52720,52720,0,0,3335840,3335840,0,0,0,0,2267,1515360,0,0,7097960,49951,17010,28305,12599695,12628000
1970,TAW,277376,306728,0,2084,353428,939616,0,0,0,101,101,0,0,0,0,0,0,60465,60465,0,0,3862520,3862520,0,0,0,0,3023,1761120,0,0,7925040,40359,30189,53567,14622433,14676000
1975,TAW,344438,362414,0,2392,404634,1113878,0,0,0,110,110,0,0,0,0,0,0,72482,72482,0,0,4360500,4360500,0,0,0,0,4011,1938000,0,0,8559500,28179,32094,41246,16108754,16150000
1980,TAW,411500,418100,0,2700,455840,1288140,0,0,0,120,120,0,0,0,0,0,0,84500,84500,0,0,4807350,4807350,0,0,0,0,5000,2136600,0,0,9432650,16000,34000,640,17804360,17805000
1985,TAW,390750,359050,0,2200,542070,1294070,0,0,0,140,140,0,0,0,0,0,0,82250,82250,0,0,5007080,5007080,0,0,0,0,7000,2310960,0,0,10014160,33570,418500,90270,19167730,19258000
1990,TAW,370000,300000,0,1700,623300,1295000,0,0,0,160,160,0,0,0,0,0,0,80000,80000,0,0,5291780,5291780,0,0,0,0,9000,2442360,0,0,10380030,51140,803000,530,20352470,20353000
1995,TAW,363278,304219,0,1398,396304,1065199,0,0,0,168,168,0,0,0,0,0,0,82437,82437,0,0,5501921,5501921,0,0,0,0,12156,2562119,0,0,11078080,53570,881328,67022,21236978,21304000
2000,TAW,605000,298000,0,0,280000,1183000,0,0,0,100,100,53000,11000,0,0,0,0,20000,84000,0,0,5486000,5486000,0,0,0,0,16000,4546000,0,12500,8762000,56000,1531250,198150,21676850,21875000
2005,TAW,505000,300000,0,0,325000,1130000,0,0,0,100,100,0,0,0,0,0,0,88803,88803,0,0,7969500,7969500,0,0,0,0,16076,7514100,0,0,4015500,56242,1821600,158079,22611921,22770000
2010,TAW,629753,310192,0,0,291456,1231401,0,0,0,100,100,65000,12000,0,0,0,0,25000,102000,0,0,5710455,5710455,0,0,0,0,16654,4731996,0,13011,9120490,58291,1593900,191702,22578298,22770000
1950,PRK,68219,6822,0,0,114719,189760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379520,379520,0,0,0,0,0,0,0,0,0,5218300,3700320,100,9487900,9488000
1955,PRK,80689,8861,0,0,87410,176960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353920,353920,0,0,0,0,0,0,0,0,0,4335420,3981600,100,8847900,8848000
1960,PRK,93159,10899,0,0,106442,210500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421000,421000,0,0,0,0,0,0,0,0,0,4525650,5367750,100,10524900,10525000
1965,PRK,105628,12938,0,0,122654,241220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482440,482440,0,0,0,0,0,0,0,0,0,4703690,6633550,100,12060900,12061000
1970,PRK,118098,14976,0,0,152186,285260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570520,570520,0,0,0,0,0,0,0,0,0,4278700,9128320,200,14262800,14263000
1975,PRK,124499,16988,0,0,184533,326020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652040,652040,0,0,0,0,0,0,0,0,0,4238200,11084680,60,16300940,16301000
1980,PRK,130900,19000,0,0,173900,323800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529980,529980,0,0,0,0,0,0,0,0,0,3729860,13072840,9520,17656480,17666000
1985,PRK,70450,32500,0,0,275890,378840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568260,568260,0,0,0,0,0,0,0,0,0,3030620,14964180,100,18941900,18942000
1990,PRK,10000,46000,0,0,291260,347260,0,0,0,0,0,0,0,0,0,0,0,2200,2200,0,0,610890,610890,0,0,0,0,0,0,0,0,14000,3258080,16086770,43800,20319200,20363000
1995,PRK,10348,44034,0,0,408527,462909,0,0,0,0,0,0,0,0,0,0,0,2302,2302,0,0,662910,662910,0,0,0,0,0,0,0,0,14488,3535520,17235660,183211,21913789,22097000
2000,PRK,10000,40000,0,0,350000,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,1100000,0,0,0,0,0,0,0,3125070,14976,3846240,15461884,90830,23948170,24039000
2005,PRK,9883,39535,0,0,345937,395355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087233,1087233,0,0,0,0,0,0,0,3088800,14802,3801600,15282432,89778,23670222,23760000
2010,PRK,10147,40591,0,0,355172,405910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116257,1116257,0,0,0,0,0,0,0,3171257,15197,3903086,15690406,92175,24302113,24394288
1950,ROK,793923,317569,2117,1061,717460,1832130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2849980,2849980,0,0,0,0,1061,0,0,2646410,2117,13000480,11135,13687,20343313,20357000
1955,ROK,1166500,244418,2357,9098,505787,1928160,0,0,0,0,0,0,0,0,0,0,0,769,769,0,0,3427840,3427840,0,0,0,0,4383,0,0,2785120,4151,13082880,35267,155430,21268570,21424000
1960,ROK,1500720,500240,2597,17135,730628,2751320,0,0,0,0,0,0,0,0,0,0,0,1538,1538,0,0,4252040,4252040,0,0,0,0,7704,0,0,3251560,6185,14535708,59400,146545,24865455,25012000
1965,ROK,1849778,638546,2836,25171,1502369,4018700,0,0,0,0,0,0,0,0,0,0,0,2307,2307,0,0,4853016,4853016,0,0,0,0,11026,0,0,4065157,8219,15587750,83532,75293,28629707,28705000
1970,ROK,2198836,860835,3076,33208,2802966,5898921,0,0,0,0,0,0,0,0,0,0,0,3076,3076,0,0,5453992,5453992,0,0,0,0,14347,0,0,4878755,10253,15798090,107664,75902,32165098,32241000
1975,ROK,3167168,1011417,3388,38104,4434283,8654360,0,0,0,0,0,0,0,0,0,0,0,3388,3388,0,0,6348776,6348776,0,0,187,6250,16173,0,0,4929377,14690,15160230,147332,237,35280763,35281000
1980,ROK,4135500,1162000,3700,43000,6065600,11409800,0,0,0,0,0,0,0,0,0,0,0,3700,3700,0,0,7243560,7243560,0,0,375,12500,18000,0,0,4980000,19127,14105880,187000,144058,37979942,38124000
1985,ROK,6489282,1865397,4350,0,0,8359029,0,0,0,150,150,0,0,0,0,0,0,4500,4500,0,0,8151624,8151624,0,0,562,18750,21000,0,0,436000,23563,360000,23216356,214466,40591534,40806000
1990,ROK,7624809,2408063,2175,0,0,10035047,0,0,0,125,125,0,0,0,0,0,0,6000,6000,0,0,9279818,9279818,0,0,281,22125,23000,0,0,323463,25981,379000,22584835,189325,42679675,42869000
1995,ROK,8760336,2950730,0,0,0,11711066,0,0,0,100,100,0,0,0,0,0,0,7500,7500,0,0,10408012,10408012,0,0,0,25500,25000,0,0,210927,28400,398000,21953315,325180,44767820,45093000
2000,ROK,8688387,4048438,0,0,0,12736825,0,0,0,100,100,0,0,0,0,0,0,38750,38750,0,0,10632237,10632237,0,0,0,27500,27500,0,0,267751,36700,451000,21909247,716390,46127610,46844000
2005,ROK,8616438,5146147,0,0,0,13762585,0,0,0,100,100,0,0,0,0,0,0,70000,70000,0,0,10856463,10856463,0,0,0,29500,30000,0,0,324575,45000,504000,21865180,650597,47487403,48138000
