year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
1995,AAB,30431,6437,0,15164,0,52032,0,0,0,0,0,0,0,0,0,0,0,287,287,0,0,0,0,0,52,0,0,564,0,0,0,1111,1000,2831,3732,57877,61609
2000,AAB,33528,6660,0,16227,0,56415,0,0,0,0,0,0,0,0,0,0,0,274,274,0,0,0,0,0,54,0,0,629,0,0,0,2223,0,3716,552,63311,63863
2005,AAB,38619,7675,2346,19280,0,67920,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,27,0,0,314,0,0,0,1111,0,4421,9070,73930,83000
2010,AAB,43710,8690,4692,22333,0,79425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,2348,84552,86900
1985,SKN,22450,4840,0,11400,0,38690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,3090,60,1940,42060,44000
1990,SKN,18630,2794,2956,11137,0,35517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,200,0,0,0,0,0,1701,2920,37580,40500
1995,SKN,20803,2949,2745,10340,0,36837,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,266,0,0,192,0,0,0,0,0,3094,2959,40453,43412
2000,SKN,22977,3103,2533,9542,0,38155,0,0,0,0,0,0,0,0,0,0,0,129,129,0,0,0,0,0,370,0,0,185,0,0,0,0,0,4488,2998,43327,46325
2005,SKN,15238,7889,1266,17446,0,41839,0,0,0,0,0,0,0,0,0,0,0,135,135,0,0,0,0,0,426,0,0,92,0,0,0,0,0,4494,1014,46986,48000
2010,SKN,7500,12675,0,25350,0,45525,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,0,0,0,481,0,0,0,0,0,0,0,0,4500,53,50647,50700
1945,MEX,222300,20673900,0,0,0,20896200,0,0,0,17574,17574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316226,20913774,22230000
1950,MEX,330111,25329498,0,0,0,25659609,0,0,0,17574,17574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698817,25677183,27376000
1955,MEX,330000,25329000,0,0,0,25659000,0,0,0,17574,17574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699426,25676574,27376000
1960,MEX,400000,33871000,0,0,0,34271000,0,0,0,100750,100750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192963,1757287,34564713,36322000
1965,MEX,600000,36228500,0,0,0,36828500,0,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621500,36878500,38500000
1970,MEX,876879,47028524,0,8881,0,47914284,0,0,0,35000,35000,0,0,0,0,0,0,15000,15000,0,0,15000,15000,0,0,0,0,0,3000,0,0,0,50000,2037562,526154,50069846,50596000
1975,MEX,1171228,61914000,0,9882,0,63095110,0,0,0,17500,17500,0,0,0,0,0,0,20900,20900,0,0,20800,20800,0,0,0,0,0,3800,0,0,0,51000,3802000,568890,67011110,67580000
1980,MEX,1189400,64138880,0,12400,0,65340680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,1881000,296320,67273680,67570000
1985,MEX,1189400,72253000,87000,0,0,73529400,0,0,0,75000,75000,0,0,0,0,0,0,120000,120000,0,0,19000,19000,0,5400,0,0,25000,0,0,0,0,0,0,1691200,73773800,75465000
1990,MEX,2600000,77770000,87000,149800,0,80606800,0,0,0,105000,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,2451100,57700,83168300,83226000
1995,MEX,2727296,84970000,43500,168800,0,87909596,0,0,0,61000,61000,0,0,0,0,0,0,128584,128584,0,0,11470,11470,0,5705,0,0,0,5043,0,0,0,36225,2250550,78827,90408173,90487000
2000,MEX,2854592,92770000,0,187800,0,95812392,0,0,0,122001,122001,0,0,0,0,0,0,257168,257168,0,0,22940,22940,0,6010,0,0,0,10086,0,0,0,72450,2050000,527953,98353047,98881000
2005,MEX,3917977,93248365,102600,25000,0,97293942,0,0,0,128646,128646,0,0,0,0,0,0,206112,206112,0,0,24190,24190,0,9465,5213,0,35739,10635,0,0,0,117732,6092334,22992,103924008,103947000
2010,MEX,15886801,92924489,0,0,0,108811290,0,0,0,67476,67476,0,0,0,0,0,0,3760,3760,0,0,0,0,0,0,0,0,0,0,0,0,35995,27839,3052509,337669,111998869,112336538
1980,BLZ,21700,96800,0,13800,0,132300,0,0,0,1890,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2200,13410,136590,150000
1985,BLZ,22500,102000,0,20000,0,144500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,19500,146500,166000
1990,BLZ,29500,108000,0,11500,14920,163920,0,0,0,2100,2100,0,0,0,0,0,0,1000,1000,0,0,600,600,0,4000,0,0,5300,0,0,0,0,480,4800,6800,182200,189000
1995,BLZ,34500,122469,0,11000,18352,186321,0,0,0,1300,1300,0,0,0,0,0,0,1194,1194,0,0,721,721,0,4768,0,0,6120,0,0,0,1020,460,5998,8098,207902,216000
2000,BLZ,58684,115035,0,12386,6117,192222,0,0,0,0,0,0,0,0,0,0,0,243,243,0,0,0,0,0,367,0,0,205,0,0,0,0,0,21795,26168,214832,241000
2005,BLZ,69756,119022,0,13201,6117,208096,0,0,0,0,0,0,0,0,0,0,0,410,410,0,0,378,378,0,489,0,0,203,0,0,0,0,0,34653,47771,244229,292000
2010,BLZ,80829,123010,0,14016,6117,223972,0,0,0,0,0,0,0,0,0,0,0,577,577,0,0,757,757,0,612,0,0,202,0,0,0,0,0,47511,30475,273631,304106
1945,GUA,72000,2245000,0,0,0,2317000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123000,2317000,2440000
1950,GUA,78000,2703134,0,0,0,2781134,0,0,0,829,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187037,2781963,2969000
1955,GUA,79000,2986206,0,0,0,3065206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192794,3065206,3258000
1960,GUA,150000,3657000,0,0,0,3807000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157000,3807000,3964000
1965,GUA,104000,4202560,0,0,0,4306560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261440,4306560,4568000
1970,GUA,269594,4546449,0,750,0,4816793,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,1000,0,0,0,5000,102480,318727,4927273,5246000
1975,GUA,369097,5077624,0,875,0,5447596,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,3500,900,0,0,0,12000,74940,482814,5540186,6023000
1980,GUA,468600,5608800,0,1000,0,6078400,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,7000,800,0,0,0,19000,47400,762900,6154100,6917000
1985,GUA,764300,6479400,0,0,0,7243700,0,0,0,250,250,0,0,0,0,0,0,400,400,0,0,1300,1300,0,0,0,0,11500,1950,0,0,0,11075,66100,626725,7336275,7963000
1990,GUA,1060000,7450000,0,1300,0,8511300,0,0,0,950,950,0,0,0,0,0,0,800,800,0,0,1600,1600,0,0,0,0,16000,3100,0,0,0,3150,84800,575300,8621700,9197000
1995,GUA,1296000,8279000,0,1225,0,9576225,0,0,0,644,644,0,0,0,0,0,0,655,655,0,0,1390,1390,0,0,0,0,8036,0,0,0,0,1742,19521,367787,9608213,9976000
2000,GUA,1593900,9449550,0,1800,0,11045250,0,0,0,1014,1014,0,0,0,0,0,0,911,911,0,0,1981,1981,0,0,0,0,7500,3684,0,0,23835,2910,284625,13290,11371710,11385000
2005,GUA,5080400,6985550,0,0,0,12065950,0,0,0,1000,1000,0,0,0,0,0,0,1100,1100,0,0,2000,2000,0,0,0,0,7200,4000,0,0,26000,0,508040,85710,12615290,12701000
2010,GUA,5529785,7603454,0,0,0,13133239,0,0,0,2000,2000,2000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,635050,49374,13775089,13824463
1945,HON,23305,1174269,0,0,0,1197574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62426,1197574,1260000
1950,HON,27000,1373000,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,1400000,1445000
1955,HON,31000,1583700,0,0,0,1614700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50300,1614700,1665000
1960,HON,35000,1854000,0,0,0,1889000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,1889000,1943000
1965,HON,42000,1952293,0,0,0,1994293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35662,1994293,2029955
1970,HON,61889,2412601,0,210,0,2474700,0,0,0,150,150,0,0,0,0,0,0,1600,1600,0,0,1000,1000,0,0,0,0,8000,500,0,0,0,5000,35430,112620,2526380,2639000
1975,HON,84144,2889835,2640,255,0,2976874,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,500,0,0,0,5000,35430,74046,3018954,3093000
1980,HON,106400,3367070,5280,300,0,3479050,0,0,0,210,210,0,0,0,0,0,0,1840,1840,0,0,1000,1000,0,0,0,0,11600,300,0,0,0,13000,11900,172100,3518900,3691000
1985,HON,139000,4156000,0,0,0,4295000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,62000,4310000,4372000
1990,HON,166850,4750300,2500,0,0,4919650,0,0,0,290,290,0,0,0,0,0,0,6000,6000,0,0,2500,2500,0,0,0,0,20000,400,0,0,0,6100,106400,43660,5061340,5105000
1995,HON,378425,5245150,1250,0,0,5624825,0,0,0,145,145,0,0,0,0,0,0,3000,3000,0,0,1250,1250,0,0,0,0,10000,200,0,0,0,3050,103200,207330,5745670,5953000
2000,HON,590000,5740000,0,0,0,6330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,100000,6430000,6530000
2005,HON,690000,5740000,7200,7000,143286,6587486,0,0,0,357,357,0,0,0,0,0,0,10010,10010,0,0,3854,3854,0,0,0,0,33801,482,0,0,0,38447,402332,30231,7076769,7107000
2010,HON,2560652,4561162,0,0,0,7121814,0,0,0,397,397,397,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800203,79228,7922811,8002039
1945,SAL,0,1565906,0,0,0,1565906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174094,1565906,1740000
1950,SAL,0,1693000,0,0,0,1693000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166000,1693000,1859000
1955,SAL,0,1946500,0,0,0,1946500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188500,1946500,2135000
1960,SAL,0,2400000,0,0,0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000,2400000,2578000
1965,SAL,75000,2655140,0,0,0,2730140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89860,2730140,2820000
1970,SAL,149197,3313086,0,155,0,3462438,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,5100,300,0,0,0,9500,2400,53662,3480338,3534000
1975,SAL,180498,3251280,0,155,0,3431933,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,300,0,0,0,9500,71574,20093,3513907,3534000
1980,SAL,211800,4180090,0,210,0,4392100,0,0,0,410,410,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,5000,0,0,0,0,47100,12200,50390,4457610,4508000
1985,SAL,169960,4467520,0,0,0,4637480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199000,19520,4836480,4856000
1990,SAL,200000,4665000,0,340,0,4865340,0,0,0,500,500,0,0,0,0,0,0,1550,1550,0,0,540,540,0,0,0,0,20000,700,0,0,0,16000,70000,56370,4974630,5031000
1995,SAL,413800,4874280,0,370,0,5288450,0,0,0,282,282,0,0,0,0,0,0,1656,1656,0,0,301,301,0,0,0,0,10000,741,0,0,0,18942,289416,52212,5609788,5662000
2000,SAL,627600,5083560,0,400,0,5711560,0,0,0,565,565,0,0,0,0,0,0,1763,1763,0,0,602,602,0,0,0,0,0,783,0,0,0,21884,508833,30010,6245990,6276000
2005,SAL,1151460,4651374,0,200,0,5803034,0,0,0,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24692,562936,6056,6390944,6397000
2010,SAL,1990591,4219188,0,0,0,6209779,0,0,0,648,648,0,0,0,0,0,0,2027,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,27500,800563,171771,7040517,7212288
1945,NIC,39024,873843,0,0,0,912867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10133,912867,923000
1950,NIC,40000,1012000,0,0,0,1052000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052000,1052000
1955,NIC,41000,1172000,0,0,0,1213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,1213000,1245000
1960,NIC,42000,1332000,0,0,0,1374000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,1374000,1411000
1965,NIC,54100,1450081,0,0,0,1504181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36819,1504181,1541000
1970,NIC,118138,1780995,0,3200,0,1902333,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,2800,1000,0,0,0,2000,20530,123137,1929863,2053000
1975,NIC,174069,2090547,0,4200,0,2268816,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,3400,900,0,0,0,14900,13465,105319,2302681,2408000
1980,NIC,230000,2400100,0,5200,0,2635300,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,4000,800,0,0,0,27800,6400,95500,2675500,2771000
1985,NIC,250000,2974000,0,0,0,3224000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29800,18200,3253800,3272000
1990,NIC,435000,3275300,0,6600,0,3716900,0,0,0,400,400,0,0,0,0,0,0,710,710,0,0,4200,4200,0,0,0,0,7300,1700,0,0,0,18520,47000,74270,3796730,3871000
1995,NIC,512500,3787650,0,7450,0,4307600,0,0,0,248,248,0,0,0,0,0,0,786,786,0,0,5017,5017,0,0,0,0,8458,1991,0,0,0,22642,136097,56161,4482839,4539000
2000,NIC,590000,4300000,0,8300,0,4898300,0,0,0,497,497,0,0,0,0,0,0,863,863,0,0,5835,5835,0,0,0,0,9616,2283,0,0,0,26764,225195,4647,5169353,5174000
2005,NIC,1264400,3556125,87200,0,0,4907725,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490500,50275,5399725,5450000
2010,NIC,1350661,3798734,93149,0,0,5242544,0,0,0,0,0,0,0,0,0,0,0,1602,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523963,53706,5768109,5821815
1945,COS,0,680000,0,0,0,680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,680000,700000
1950,COS,0,773000,0,0,0,773000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,773000,800000
1955,COS,0,985500,0,0,0,985500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42500,985500,1028000
1960,COS,0,1198000,0,0,0,1198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56000,1198000,1254000
1965,COS,40000,1196000,0,0,0,1236000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36677,1236000,1272677
1970,COS,48874,1602192,0,0,0,1651066,0,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,0,0,5600,5000,0,0,0,1000,9300,51534,1675466,1727000
1975,COS,59887,1867221,0,0,0,1927108,0,0,0,1740,1740,0,0,0,0,0,0,0,0,0,0,2200,2200,0,0,0,0,7000,5300,0,0,0,4450,11150,9052,1958948,1968000
1980,COS,70900,2132250,0,2500,0,2205650,0,0,0,1980,1980,0,0,0,0,0,0,0,0,0,0,2400,2400,0,0,0,0,8400,5600,0,0,0,7900,13000,70,2244930,2245000
1985,COS,48000,2450000,0,0,0,2498000,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21100,120400,2521600,2642000
1990,COS,99000,2520000,0,1600,0,2620600,0,0,0,3800,3800,0,0,0,0,0,0,0,0,0,0,2000,2000,0,80,0,0,0,0,0,0,35000,800,115520,27200,2777800,2805000
1995,COS,170000,2926350,0,1600,0,3097950,0,0,0,4170,4170,0,0,0,0,0,0,0,0,0,0,2171,2171,0,100,0,0,0,0,0,0,40630,857,120000,67122,3265878,3333000
2000,COS,310000,3459780,0,1600,0,3771380,0,0,0,4540,4540,0,0,0,0,0,0,0,0,0,0,2343,2343,0,121,0,0,0,0,0,0,46260,914,177647,19795,4003205,4023000
2005,COS,472368,3583440,0,1300,0,4057108,0,0,0,2687,2687,0,0,0,0,0,0,0,0,0,0,1135,1135,0,519,0,0,0,0,0,0,22491,0,157000,25060,4240940,4266000
2010,COS,453444,3471000,0,1297,0,3925741,0,0,0,3800,3800,0,0,0,0,0,0,0,0,0,0,1200,1200,0,558,0,0,0,0,0,0,35000,1250,445000,37451,4412549,4450000
1945,PAN,42600,657800,0,0,0,700400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,700400,703000
1950,PAN,48000,739000,0,0,0,787000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,787000,795000
1955,PAN,47300,889240,0,0,0,936540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460,936540,946000
1960,PAN,55000,1058440,0,0,0,1113440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12560,1113440,1126000
1965,PAN,69500,1187430,0,0,0,1256930,0,0,0,1000,1000,0,0,0,0,0,0,30000,30000,0,0,750,750,0,2000,0,0,7200,0,0,0,1500,2500,0,1120,1301880,1303000
1970,PAN,84001,1316421,0,15000,0,1415422,0,0,0,2000,2000,0,0,0,0,0,0,55000,55000,0,0,1500,1500,0,0,0,0,14400,0,0,0,3000,5000,0,9678,1496322,1506000
1975,PAN,103380,1502390,0,0,0,1605770,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116230,1606770,1723000
1980,PAN,129400,1741766,0,6600,0,1877766,0,0,0,866,866,0,0,0,0,0,0,28666,28666,0,0,1666,1666,0,4333,0,0,10000,1166,0,0,0,5133,13233,7171,1942829,1950000
1985,PAN,122280,1941000,0,0,0,2063280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103720,2063280,2167000
1990,PAN,280000,2004500,0,8000,0,2292500,0,0,0,1133,1133,0,0,0,0,0,0,35000,35000,0,0,12200,12200,0,2666,0,0,14250,1200,0,0,0,5666,31466,1919,2396081,2398000
1995,PAN,184170,2367900,0,0,0,2552070,0,0,0,3400,3400,0,0,0,0,0,0,11666,11666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63864,2567136,2631000
2000,PAN,420000,2330000,0,23500,0,2773500,0,0,0,3778,3778,0,0,0,0,0,0,12655,12655,0,0,2033,2033,0,9138,0,0,0,0,0,0,4169,0,0,50727,2805273,2856000
2005,PAN,611040,2550120,0,0,0,3161160,0,0,0,5000,5000,0,0,0,0,0,0,10000,10000,0,0,12315,12315,0,450,112,0,18857,0,0,0,2356,0,0,17750,3210250,3228000
2010,PAN,805444,3361450,0,0,0,4166894,0,0,0,6590,6590,0,0,0,0,0,0,13181,13181,0,0,16233,16233,0,593,148,0,24856,0,0,0,3106,0,0,23399,4231601,4255000
1945,COL,40000,9253000,0,0,0,9293000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977000,9293000,10270000
1950,COL,60000,10427280,0,0,0,10487280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846720,10487280,11334000
1955,COL,90000,12608715,0,0,0,12698715,0,0,0,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460785,12711215,13172000
1960,COL,66666,14953786,0,0,0,15020452,0,0,0,8333,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387215,15028785,15416000
1965,COL,90000,17456120,0,0,0,17546120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449880,17546120,17996000
1970,COL,202635,20000836,0,0,0,20203471,0,0,0,17313,17313,0,0,0,0,0,0,24016,24016,0,0,481,481,0,0,0,0,11700,0,0,0,481,134452,68765,66321,20460679,20527000
1975,COL,200000,22561920,0,0,0,22761920,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728080,22773920,23502000
1980,COL,235000,24597400,2700,1350,110000,24946450,0,0,0,6850,6850,0,0,0,0,0,0,34000,34000,0,0,600,600,0,3000,0,0,19000,0,0,0,500,166000,98350,617250,25274750,25892000
1985,COL,280000,28006950,0,0,0,28286950,0,0,0,7000,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,250000,757050,28723950,29481000
1990,COL,340000,30640000,0,0,0,30980000,0,0,0,8750,8750,0,0,0,0,0,0,20000,20000,0,0,1300,1300,0,8000,0,0,48000,0,0,0,1700,195000,375000,662250,31637750,32300000
1995,COL,412857,33344050,0,0,0,33756907,0,0,0,6500,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,450000,535593,34563407,35099000
2000,COL,5713335,34280010,2400,1200,0,39996945,0,0,0,7500,7500,0,0,0,0,0,0,32248,32248,0,0,1124,1124,0,6832,0,0,43172,0,0,0,1431,370423,563000,1298325,41022675,42321000
2005,COL,6433350,35168980,2800,1366,0,41606496,0,0,,7500,7500,0,0,0,0,0,0,25700,25700,0,0,1500,1500,0,7500,0,0,43751,0,0,0,1200,375394,643335,176624,42712376,42889000
2010,COL,6944250,37961900,3022,1475,0,44910647,0,0,,8095,8095,0,0,0,0,0,0,27740,27740,0,0,1619,1619,0,8095,0,0,47225,0,0,0,1295,405206,694425,190653,46104347,46295000
1945,VEN,0,3710000,0,0,0,3710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,460000,3810000,4270000
1950,VEN,0,4466000,0,0,0,4466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,396000,4566000,4962000
1955,VEN,14000,5648283,0,0,0,5662283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,335717,5762283,6098000
1960,VEN,20000,6835000,0,0,0,6855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,547000,6955000,7502000
1965,VEN,20000,8111460,0,0,0,8131460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590540,8131460,8722000
1970,VEN,84593,9567080,0,570,192959,9845202,0,0,0,11000,11000,0,0,0,0,0,0,250,250,0,0,1000,1000,0,0,0,0,12450,0,0,0,0,20000,24500,484598,9914402,10399000
1975,VEN,179900,11473000,2750,285,106379,11762314,0,0,0,7500,7500,0,0,0,0,0,0,125,125,0,0,833,833,0,0,0,0,12058,0,0,0,666,13533,33183,603788,11830212,12434000
1980,VEN,275206,13378920,5500,0,19800,13679426,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0,666,666,0,0,0,0,11666,0,0,0,1333,7066,41866,166977,13746023,13913000
1985,VEN,230946,16418773,0,0,0,16649719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667281,16649719,17317000
1990,VEN,280000,18331880,2200,600,0,18614680,0,0,0,39000,39000,0,0,0,0,0,0,620,620,0,0,2370,2370,0,0,0,0,9500,0,0,0,4750,14500,34700,604880,18720120,19325000
1995,VEN,218440,20012640,0,0,0,20231080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480920,20231080,20712000
2000,VEN,3625500,18852600,9000,200,274753,22762053,0,0,0,15804,15804,0,0,0,0,0,0,26506,26506,0,0,9845,9845,0,0,0,0,47024,0,0,0,1708,53805,1208500,44755,24125245,24170000
2005,VEN,3975300,20959900,4500,100,137376,25077176,0,0,0,16159,16159,0,0,0,0,0,0,28185,28185,0,0,11011,11011,0,0,0,0,28512,0,0,0,3910,53752,1237877,120418,26456582,26577000
2010,VEN,4325100,23067200,0,0,0,27392300,0,0,0,16515,16515,0,0,0,0,0,0,29864,29864,0,0,12177,12177,0,0,0,0,10000,0,0,0,6113,53700,1267254,46077,28787923,28834000
1970,GUY,94435,108169,5899,98336,69652,376491,0,0,0,49,49,0,0,0,0,0,0,62747,62747,0,0,1964,1964,0,234580,0,0,1673,0,0,0,986,19639,3935,6936,702064,709000
1975,GUY,99135,126325,7745,100480,85950,419635,0,0,0,0,0,0,0,0,0,0,0,70290,70290,0,0,0,0,0,265540,0,0,0,0,0,0,0,0,0,25535,755465,781000
